ticker,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
KMTS,monthly,2026-03-31,11615600,61,2,3,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(11615600)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(9745300)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(9105200)}]",2026-05-31,4121547,20.76000022888184,0.3548285925823892,15
STEP,monthly,2026-03-31,27907100,61,1,3,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(27907100)}, {'date': Timestamp('2024-06-30 00:00:00'), 'volume': np.int64(26414700)}, {'date': Timestamp('2020-09-30 00:00:00'), 'volume': np.int64(15902600)}]",2026-05-31,11091681,52.0,0.39745014709518367,69
BHB,monthly,2026-03-31,4452800,61,1,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(4452800)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(1840200)}, {'date': Timestamp('2020-04-30 00:00:00'), 'volume': np.int64(1383300)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(1164600)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(589300)}]",2026-05-31,1501553,34.52000045776367,0.3372154599353216,77
AMSF,monthly,2026-03-31,5219500,61,2,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(5219500)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(3806600)}, {'date': Timestamp('2024-03-31 00:00:00'), 'volume': np.int64(3796800)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(2977600)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(1946900)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(1650100)}]",2026-05-31,3304029,31.3700008392334,0.6330163808793946,77
GABC,monthly,2026-03-31,4716600,61,2,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(4716600)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(4329100)}, {'date': Timestamp('2024-03-31 00:00:00'), 'volume': np.int64(3334600)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(2429700)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(1082800)}]",2026-05-31,1402821,43.060001373291016,0.2974220837043633,77
SLDE,monthly,2026-03-31,57087600,61,3,3,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(57087600)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(37578900)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(27362400)}]",2026-05-31,22905693,18.68000030517578,0.40123762428268134,12
ALG,monthly,2026-03-31,4028500,61,2,8,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(4028500)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(3226400)}, {'date': Timestamp('2025-03-31 00:00:00'), 'volume': np.int64(3209600)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(2141200)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(1944600)}, {'date': Timestamp('2024-07-31 00:00:00'), 'volume': np.int64(1874700)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(1793400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(1404100)}]",2026-05-31,3641077,152.16000366210938,0.9038294650614372,77
ACN,monthly,2026-03-31,174227700,61,2,4,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(174227700)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(127828400)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(105690400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(46225400)}]",2026-05-31,92494554,179.22000122070312,0.5308831718492525,77
BH,monthly,2026-03-31,2907400,61,3,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(2907400)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(2005900)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(650200)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(498700)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(278400)}]",2026-05-31,847373,268.1300048828125,0.29145387631560843,77
ADBE,monthly,2026-03-31,141420400,61,1,4,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(141420400)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(126565500)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(56911700)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(44249000)}]",2026-05-31,74687956,253.3699951171875,0.5281271726002755,77
WRLD,monthly,2026-03-31,3739700,61,2,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(3739700)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(2475100)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(2342900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(2197600)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(1764900)}]",2026-05-31,2669521,155.69000244140625,0.7138329277749552,77
FLOC,monthly,2026-03-31,18532200,61,1,2,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(18532200)}, {'date': Timestamp('2025-01-31 00:00:00'), 'volume': np.int64(14470400)}]",2026-05-31,11166035,28.09000015258789,0.6025207476716202,17
JHG,monthly,2026-03-31,96223500,61,1,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(96223500)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(56066900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(47135000)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(31873300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(19648000)}]",2026-05-31,38550577,51.79999923706055,0.40063578024079355,77
FOUR,monthly,2026-03-31,60670900,61,2,9,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(60670900)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(51680200)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(48195100)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(47321100)}, {'date': Timestamp('2024-08-31 00:00:00'), 'volume': np.int64(44074900)}, {'date': Timestamp('2023-04-30 00:00:00'), 'volume': np.int64(39450300)}, {'date': Timestamp('2021-11-30 00:00:00'), 'volume': np.int64(37719700)}, {'date': Timestamp('2020-12-31 00:00:00'), 'volume': np.int64(32814700)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(26725000)}]",2026-05-31,28324334,42.20000076293945,0.46685204933501895,72
TLX,monthly,2026-03-31,6251100,61,4,7,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(6251100)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(4775200)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(4394700)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(1231200)}, {'date': Timestamp('2025-02-28 00:00:00'), 'volume': np.int64(929500)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(280200)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(243700)}]",2026-05-31,1652145,10.279999732971191,0.26429668378365406,19
UWMC,monthly,2026-03-31,422507900,61,2,9,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(422507900)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(381910000)}, {'date': Timestamp('2021-03-31 00:00:00'), 'volume': np.int64(320084700)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(162010600)}, {'date': Timestamp('2020-12-31 00:00:00'), 'volume': np.int64(134474400)}, {'date': Timestamp('2020-09-30 00:00:00'), 'volume': np.int64(16653700)}, {'date': Timestamp('2020-07-31 00:00:00'), 'volume': np.int64(2201600)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(515300)}, {'date': Timestamp('2020-05-31 00:00:00'), 'volume': np.int64(63600)}]",2026-05-31,330081748,3.009999990463257,0.7812439672725646,73
JRI,monthly,2026-03-31,6308900,61,1,4,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(6308900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(5764500)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(2676500)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(1787300)}]",2026-05-31,2291138,12.670000076293944,0.3631596633327521,77
GLW,monthly,2026-03-31,297266400,61,1,4,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(297266400)}, {'date': Timestamp('2024-07-31 00:00:00'), 'volume': np.int64(234951900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(186115500)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(135606500)}]",2026-05-31,246808287,180.69000244140625,0.8302596156175067,77
GPK,monthly,2026-03-31,193513500,61,1,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(193513500)}, {'date': Timestamp('2023-06-30 00:00:00'), 'volume': np.int64(145955200)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(114949100)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(70594900)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(69140300)}]",2026-05-31,126497499,9.84000015258789,0.6536882388050446,77
NATL,monthly,2026-03-31,34078200,61,1,2,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(34078200)}, {'date': Timestamp('2023-10-31 00:00:00'), 'volume': np.int64(33269700)}]",2026-05-31,13843091,45.16999816894531,0.40621543978261765,32
FRME,monthly,2026-03-31,10232100,61,2,4,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(10232100)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(7884400)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(7770600)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(2970300)}]",2026-05-31,4553350,40.11000061035156,0.4450064014229728,77
FMBH,monthly,2026-03-31,3050300,61,1,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(3050300)}, {'date': Timestamp('2023-12-31 00:00:00'), 'volume': np.int64(2559000)}, {'date': Timestamp('2023-03-31 00:00:00'), 'volume': np.int64(1701300)}, {'date': Timestamp('2021-03-31 00:00:00'), 'volume': np.int64(1456300)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(1311300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(462400)}]",2026-05-31,1167458,43.27000045776367,0.38273546864242863,77
PAR,monthly,2026-03-31,53281000,61,2,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(53281000)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(23327100)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(13075800)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(12233200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(5646500)}]",2026-05-31,24589171,14.649999618530272,0.4614998029316267,77
EQNR,monthly,2026-03-31,243089600,61,1,4,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(243089600)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(139104500)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(96937000)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(52232800)}]",2026-05-31,63238152,38.959999084472656,0.26014338745878063,77
HUN,monthly,2026-03-31,175038300,61,5,9,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(175038300)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(118983200)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(112048300)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(107295200)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(90260300)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(89755000)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(79077600)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(45599600)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(37253400)}]",2026-05-31,87812987,14.0600004196167,0.5016787011756856,77
TYRA,monthly,2026-03-31,29429500,61,3,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(29429500)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(13964600)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(11288200)}, {'date': Timestamp('2024-10-31 00:00:00'), 'volume': np.int64(11272700)}, {'date': Timestamp('2021-12-31 00:00:00'), 'volume': np.int64(7576300)}, {'date': Timestamp('2021-09-30 00:00:00'), 'volume': np.int64(6728800)}]",2026-05-31,11251662,33.400001525878906,0.382325965442838,57
PRCT,monthly,2026-03-31,39900000,61,3,8,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(39900000)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(33494800)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(27012400)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(26084500)}, {'date': Timestamp('2024-10-31 00:00:00'), 'volume': np.int64(25553400)}, {'date': Timestamp('2024-08-31 00:00:00'), 'volume': np.int64(18526800)}, {'date': Timestamp('2022-06-30 00:00:00'), 'volume': np.int64(18445800)}, {'date': Timestamp('2021-09-30 00:00:00'), 'volume': np.int64(8087700)}]",2026-05-31,24468109,28.11000061035156,0.6132358145363409,57
RRX,monthly,2026-03-31,26544900,61,1,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(26544900)}, {'date': Timestamp('2021-10-31 00:00:00'), 'volume': np.int64(25274400)}, {'date': Timestamp('2021-03-31 00:00:00'), 'volume': np.int64(8993800)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(8312100)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(5959800)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(4196800)}]",2026-05-31,21227739,195.19000244140625,0.7996918052055197,77
PD,monthly,2026-03-31,72058100,61,1,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(72058100)}, {'date': Timestamp('2020-09-30 00:00:00'), 'volume': np.int64(63612900)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(54940900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(33692000)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(18618400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(12586700)}]",2026-05-31,27325098,7.159999847412109,0.37920924920307364,77
ATS,monthly,2026-03-31,4286000,61,1,9,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(4286000)}, {'date': Timestamp('2024-09-30 00:00:00'), 'volume': np.int64(3686300)}, {'date': Timestamp('2024-04-30 00:00:00'), 'volume': np.int64(3457600)}, {'date': Timestamp('2023-05-31 00:00:00'), 'volume': np.int64(2667500)}, {'date': Timestamp('2020-10-31 00:00:00'), 'volume': np.int64(304100)}, {'date': Timestamp('2020-09-30 00:00:00'), 'volume': np.int64(81700)}, {'date': Timestamp('2020-08-31 00:00:00'), 'volume': np.int64(59500)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(38100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(4000)}]",2026-05-31,2039332,32.38999938964844,0.47581241250583295,77
VBF,monthly,2026-03-31,1684200,61,3,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(1684200)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(1251400)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(1013500)}, {'date': Timestamp('2024-07-31 00:00:00'), 'volume': np.int64(990800)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(985000)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(609500)}]",2026-05-31,1070491,14.9399995803833,0.6356080038000238,77
VENU,monthly,2026-03-31,9456800,61,5,7,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(9456800)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(5992300)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(4786900)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(2737800)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(1258700)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(1000200)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(345000)}]",2026-05-31,3548504,3.549999952316284,0.37523305980881483,19
ESTC,monthly,2026-03-31,50712700,61,3,8,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(50712700)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(48093900)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(48054400)}, {'date': Timestamp('2022-01-31 00:00:00'), 'volume': np.int64(42515700)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(42155900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(39397500)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(26415900)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(21850100)}]",2026-05-31,27780348,55.27999877929688,0.5477986382109412,77
BRZE,monthly,2026-03-31,72694500,61,3,10,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(72694500)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(62574600)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(45914400)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(33789400)}, {'date': Timestamp('2024-09-30 00:00:00'), 'volume': np.int64(33483700)}, {'date': Timestamp('2024-06-30 00:00:00'), 'volume': np.int64(32837200)}, {'date': Timestamp('2023-06-30 00:00:00'), 'volume': np.int64(29949600)}, {'date': Timestamp('2022-04-30 00:00:00'), 'volume': np.int64(21068600)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(12498800)}, {'date': Timestamp('2021-11-30 00:00:00'), 'volume': np.int64(10531900)}]",2026-05-31,42799705,22.81999969482422,0.5887612542902145,55
HRZN,monthly,2026-03-31,30534900,61,6,11,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(30534900)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(17277100)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(16644900)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(15817200)}, {'date': Timestamp('2025-08-31 00:00:00'), 'volume': np.int64(14205000)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(11910700)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(11701500)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(10725900)}, {'date': Timestamp('2024-10-31 00:00:00'), 'volume': np.int64(9909700)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(9124400)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(5193800)}]",2026-05-31,13134324,4.070000171661377,0.4301413792087087,77
GRDN,monthly,2026-03-31,12960200,61,4,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(12960200)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(9022300)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(6262100)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(6244100)}, {'date': Timestamp('2024-12-31 00:00:00'), 'volume': np.int64(5543800)}, {'date': Timestamp('2024-09-30 00:00:00'), 'volume': np.int64(3769700)}]",2026-05-31,6268029,37.630001068115234,0.4836367494328791,21
PIPR,monthly,2026-03-31,17723400,61,2,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(17723400)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(4574300)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(3777900)}, {'date': Timestamp('2020-06-30 00:00:00'), 'volume': np.int64(3755300)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(3568300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(2198600)}]",2026-05-31,10487501,80.04000091552734,0.5917318911721228,77
FDS,monthly,2026-03-31,21800700,61,3,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(21800700)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(19167800)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(16541900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(12281900)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(7283200)}]",2026-05-31,13620021,223.67999267578125,0.624751544675171,77
INTU,monthly,2026-03-31,80406000,61,2,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(80406000)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(58464000)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(54282200)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(26559200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(26141100)}]",2026-05-31,51797384,383.9299926757813,0.6441979951744895,77
CBZ,monthly,2026-03-31,29884800,61,4,8,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(29884800)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(17206700)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(16598500)}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': np.int64(14876700)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(11516100)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(9561900)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(5637300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(3346900)}]",2026-05-31,11471412,31.59000015258789,0.3838544008994539,77
RHI,monthly,2026-03-31,72728900,61,1,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(72728900)}, {'date': Timestamp('2024-06-30 00:00:00'), 'volume': np.int64(60339700)}, {'date': Timestamp('2020-04-30 00:00:00'), 'volume': np.int64(43432900)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(38122100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(21956200)}]",2026-05-31,27723257,26.229999542236328,0.3811862547075509,77
LAUR,monthly,2026-03-31,60317100,61,1,5,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(60317100)}, {'date': Timestamp('2022-11-30 00:00:00'), 'volume': np.int64(55630200)}, {'date': Timestamp('2022-03-31 00:00:00'), 'volume': np.int64(44651300)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(35198100)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(23424800)}]",2026-05-31,18574602,33.599998474121094,0.3079491885385736,77
VSEC,monthly,2026-03-31,20114100,61,4,13,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(20114100)}, {'date': Timestamp('2026-02-28 00:00:00'), 'volume': np.int64(9774600)}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': np.int64(6184800)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(5919900)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(5716300)}, {'date': Timestamp('2024-10-31 00:00:00'), 'volume': np.int64(5659600)}, {'date': Timestamp('2024-05-31 00:00:00'), 'volume': np.int64(4358500)}, {'date': Timestamp('2023-07-31 00:00:00'), 'volume': np.int64(2655500)}, {'date': Timestamp('2023-03-31 00:00:00'), 'volume': np.int64(1717500)}, {'date': Timestamp('2021-02-28 00:00:00'), 'volume': np.int64(1548100)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(1040900)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(355900)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(344700)}]",2026-05-31,7701620,170.49000549316406,0.3828965750394002,77
AROW,monthly,2026-03-31,2293900,61,1,6,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(2293900)}, {'date': Timestamp('2023-11-30 00:00:00'), 'volume': np.int64(1605200)}, {'date': Timestamp('2023-05-31 00:00:00'), 'volume': np.int64(1381000)}, {'date': Timestamp('2023-03-31 00:00:00'), 'volume': np.int64(1370600)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(1131661)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(455981)}]",2026-05-31,1084714,36.52999877929688,0.47286891320458607,77
GJH,monthly,2026-03-31,129400,61,1,7,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(129400)}, {'date': Timestamp('2024-08-31 00:00:00'), 'volume': np.int64(126900)}, {'date': Timestamp('2024-05-31 00:00:00'), 'volume': np.int64(85000)}, {'date': Timestamp('2021-06-30 00:00:00'), 'volume': np.int64(59100)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(53500)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(8200)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(7200)}]",2026-05-31,24500,9.734999656677246,0.1893353941267388,77
STN,monthly,2026-03-31,7216200,61,4,8,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(7216200)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(6486400)}, {'date': Timestamp('2025-11-30 00:00:00'), 'volume': np.int64(4512600)}, {'date': Timestamp('2025-05-31 00:00:00'), 'volume': np.int64(4311100)}, {'date': Timestamp('2025-04-30 00:00:00'), 'volume': np.int64(3925100)}, {'date': Timestamp('2020-03-31 00:00:00'), 'volume': np.int64(3856800)}, {'date': Timestamp('2020-02-29 00:00:00'), 'volume': np.int64(2721300)}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': np.int64(1889900)}]",2026-05-31,6323578,74.88999938964844,0.8763030403813642,77
DFH,monthly,2026-03-31,18506200,61,1,3,"[{'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(18506200)}, {'date': Timestamp('2024-11-30 00:00:00'), 'volume': np.int64(17183000)}, {'date': Timestamp('2021-01-31 00:00:00'), 'volume': np.int64(12991700)}]",2026-05-31,15823199,13.93000030517578,0.8550215063059947,65
