ticker,timeframe,hv1y_date,hv1y_volume,days_since_hv1y,hv1y_occ_1y,total_hv1y_count,is_hv1y_also_hve,hv1y_to_hve_ratio,all_hv1y_details
SPCE,daily,2026-05-22,36204200,0,9,9,False,0.3300869432024566,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(36204200)}, {'date': Timestamp('2026-04-06 00:00:00'), 'volume': np.int64(34917700)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(22608600)}, {'date': Timestamp('2025-07-17 00:00:00'), 'volume': np.int64(17192300)}, {'date': Timestamp('2025-06-09 00:00:00'), 'volume': np.int64(10388300)}, {'date': Timestamp('2025-06-06 00:00:00'), 'volume': np.int64(10167200)}, {'date': Timestamp('2025-06-05 00:00:00'), 'volume': np.int64(7327400)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(5749100)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(4297000)}]"
CAE,daily,2026-05-22,4668800,0,9,9,True,1.0,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(4668800)}, {'date': Timestamp('2025-08-13 00:00:00'), 'volume': np.int64(2921400)}, {'date': Timestamp('2025-08-05 00:00:00'), 'volume': np.int64(1281800)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(1235900)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(963700)}, {'date': Timestamp('2025-06-02 00:00:00'), 'volume': np.int64(938000)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(833500)}, {'date': Timestamp('2025-05-29 00:00:00'), 'volume': np.int64(683300)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(630600)}]"
INTG,daily,2026-05-21,105200,1,8,8,False,0.8098537336412626,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(105200)}, {'date': Timestamp('2026-04-14 00:00:00'), 'volume': np.int64(72400)}, {'date': Timestamp('2025-12-22 00:00:00'), 'volume': np.int64(57300)}, {'date': Timestamp('2025-06-26 00:00:00'), 'volume': np.int64(54400)}, {'date': Timestamp('2025-06-24 00:00:00'), 'volume': np.int64(9400)}, {'date': Timestamp('2025-06-05 00:00:00'), 'volume': np.int64(3400)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(2300)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(1500)}]"
NMM,daily,2026-05-21,489100,1,11,11,False,0.23205389761351236,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(489100)}, {'date': Timestamp('2026-03-11 00:00:00'), 'volume': np.int64(451200)}, {'date': Timestamp('2026-02-24 00:00:00'), 'volume': np.int64(350300)}, {'date': Timestamp('2026-02-19 00:00:00'), 'volume': np.int64(341500)}, {'date': Timestamp('2025-08-21 00:00:00'), 'volume': np.int64(308700)}, {'date': Timestamp('2025-06-13 00:00:00'), 'volume': np.int64(295400)}, {'date': Timestamp('2025-06-10 00:00:00'), 'volume': np.int64(172200)}, {'date': Timestamp('2025-06-09 00:00:00'), 'volume': np.int64(154100)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(82700)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(80000)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(54700)}]"
BORR,daily,2026-05-21,30661300,1,7,7,True,1.0,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(30661300)}, {'date': Timestamp('2026-04-15 00:00:00'), 'volume': np.int64(17454900)}, {'date': Timestamp('2026-02-04 00:00:00'), 'volume': np.int64(14760000)}, {'date': Timestamp('2025-12-09 00:00:00'), 'volume': np.int64(14516400)}, {'date': Timestamp('2025-08-13 00:00:00'), 'volume': np.int64(13943200)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(12543800)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(8659900)}]"
IBM,daily,2026-05-21,25707800,1,5,5,False,0.6456906657012543,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(25707800)}, {'date': Timestamp('2025-07-24 00:00:00'), 'volume': np.int64(22647700)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(9668900)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(3284200)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(3091300)}]"
NHPAP,daily,2026-05-21,115400,1,11,11,False,0.3467548076923077,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(115400)}, {'date': Timestamp('2026-02-27 00:00:00'), 'volume': np.int64(43200)}, {'date': Timestamp('2025-12-02 00:00:00'), 'volume': np.int64(40300)}, {'date': Timestamp('2025-08-19 00:00:00'), 'volume': np.int64(39000)}, {'date': Timestamp('2025-07-02 00:00:00'), 'volume': np.int64(30200)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(23300)}, {'date': Timestamp('2025-05-29 00:00:00'), 'volume': np.int64(23200)}, {'date': Timestamp('2025-05-28 00:00:00'), 'volume': np.int64(10800)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(8000)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(3200)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(1100)}]"
AVB,daily,2026-05-21,2509700,1,4,4,False,0.6405400576810188,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(2509700)}, {'date': Timestamp('2026-01-22 00:00:00'), 'volume': np.int64(2148800)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(2083700)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(902800)}]"
FCEL,daily,2026-05-21,22359700,1,6,6,True,1.0,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(22359700)}, {'date': Timestamp('2026-04-21 00:00:00'), 'volume': np.int64(18824000)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(15883500)}, {'date': Timestamp('2025-06-06 00:00:00'), 'volume': np.int64(12060400)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(3143500)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(1001100)}]"
PEBK,daily,2026-05-21,80400,1,7,7,False,0.10834119390917667,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(80400)}, {'date': Timestamp('2026-03-20 00:00:00'), 'volume': np.int64(76700)}, {'date': Timestamp('2026-02-04 00:00:00'), 'volume': np.int64(76000)}, {'date': Timestamp('2025-07-01 00:00:00'), 'volume': np.int64(67200)}, {'date': Timestamp('2025-06-02 00:00:00'), 'volume': np.int64(31100)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(8600)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(4900)}]"
OFIX,daily,2026-05-21,1562200,1,5,5,False,0.20962655824376367,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(1562200)}, {'date': Timestamp('2025-08-26 00:00:00'), 'volume': np.int64(1058600)}, {'date': Timestamp('2025-06-18 00:00:00'), 'volume': np.int64(1012100)}, {'date': Timestamp('2025-06-02 00:00:00'), 'volume': np.int64(821200)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(636900)}]"
TACT,daily,2026-05-21,549100,1,9,9,False,0.8371703003506632,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(549100)}, {'date': Timestamp('2026-05-12 00:00:00'), 'volume': np.int64(510600)}, {'date': Timestamp('2025-09-02 00:00:00'), 'volume': np.int64(355100)}, {'date': Timestamp('2025-08-22 00:00:00'), 'volume': np.int64(166600)}, {'date': Timestamp('2025-08-13 00:00:00'), 'volume': np.int64(63500)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(52900)}, {'date': Timestamp('2025-05-28 00:00:00'), 'volume': np.int64(47500)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(42800)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(31200)}]"
INTU,daily,2026-05-21,22353500,1,6,6,True,1.0,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(22353500)}, {'date': Timestamp('2026-02-26 00:00:00'), 'volume': np.int64(9787200)}, {'date': Timestamp('2026-02-03 00:00:00'), 'volume': np.int64(7569100)}, {'date': Timestamp('2025-08-22 00:00:00'), 'volume': np.int64(6368800)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(5327700)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(2301200)}]"
NTES,daily,2026-05-21,5074200,1,9,9,False,0.23915051655229622,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(5074200)}, {'date': Timestamp('2026-02-11 00:00:00'), 'volume': np.int64(2736800)}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': np.int64(2169400)}, {'date': Timestamp('2025-08-13 00:00:00'), 'volume': np.int64(1976600)}, {'date': Timestamp('2025-06-03 00:00:00'), 'volume': np.int64(1882700)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(1603800)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(1515100)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(1023300)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(680200)}]"
TECTP,daily,2026-02-10,127100,1,8,8,True,1.0,"[{'date': Timestamp('2026-02-10 00:00:00'), 'volume': np.int64(127100)}, {'date': Timestamp('2026-01-06 00:00:00'), 'volume': np.int64(99900)}, {'date': Timestamp('2025-04-29 00:00:00'), 'volume': np.int64(46800)}, {'date': Timestamp('2025-04-07 00:00:00'), 'volume': np.int64(21500)}, {'date': Timestamp('2025-03-13 00:00:00'), 'volume': np.int64(12400)}, {'date': Timestamp('2025-03-03 00:00:00'), 'volume': np.int64(9600)}, {'date': Timestamp('2025-02-20 00:00:00'), 'volume': np.int64(4000)}, {'date': Timestamp('2025-02-11 00:00:00'), 'volume': np.int64(2100)}]"
ODV,daily,2026-05-21,64460800,1,11,11,True,1.0,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(64460800)}, {'date': Timestamp('2026-03-20 00:00:00'), 'volume': np.int64(9439800)}, {'date': Timestamp('2026-01-27 00:00:00'), 'volume': np.int64(9281400)}, {'date': Timestamp('2025-10-09 00:00:00'), 'volume': np.int64(4327200)}, {'date': Timestamp('2025-09-23 00:00:00'), 'volume': np.int64(3240500)}, {'date': Timestamp('2025-07-14 00:00:00'), 'volume': np.int64(2707300)}, {'date': Timestamp('2025-06-09 00:00:00'), 'volume': np.int64(1916900)}, {'date': Timestamp('2025-06-05 00:00:00'), 'volume': np.int64(1112100)}, {'date': Timestamp('2025-06-02 00:00:00'), 'volume': np.int64(661700)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(494600)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(197900)}]"
KURA,daily,2026-05-20,5341300,2,8,8,False,0.30454019351270606,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(5341300)}, {'date': Timestamp('2025-11-13 00:00:00'), 'volume': np.int64(5321600)}, {'date': Timestamp('2025-10-27 00:00:00'), 'volume': np.int64(4587400)}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': np.int64(4325200)}, {'date': Timestamp('2025-08-08 00:00:00'), 'volume': np.int64(3433600)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(3334900)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(2678700)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(848800)}]"
MLGO,daily,2026-05-20,9807000,2,5,5,False,0.5535095962546246,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(9807000)}, {'date': Timestamp('2026-05-15 00:00:00'), 'volume': np.int64(9668700)}, {'date': Timestamp('2025-07-02 00:00:00'), 'volume': np.int64(5245053)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(3917523)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(3354567)}]"
LPG,daily,2026-05-20,1670700,2,2,2,False,0.17213064084071708,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(1670700)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(1578300)}]"
POCI,daily,2026-05-20,209900,2,11,11,False,0.5583931896781059,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(209900)}, {'date': Timestamp('2026-05-14 00:00:00'), 'volume': np.int64(198900)}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': np.int64(189200)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(66100)}, {'date': Timestamp('2025-06-26 00:00:00'), 'volume': np.int64(53000)}, {'date': Timestamp('2025-06-12 00:00:00'), 'volume': np.int64(31600)}, {'date': Timestamp('2025-06-05 00:00:00'), 'volume': np.int64(25100)}, {'date': Timestamp('2025-06-03 00:00:00'), 'volume': np.int64(19900)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(18600)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(17800)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(15500)}]"
IMVT,daily,2026-05-20,19558300,2,13,13,False,0.5574563416170489,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(19558300)}, {'date': Timestamp('2025-12-11 00:00:00'), 'volume': np.int64(6656900)}, {'date': Timestamp('2025-10-30 00:00:00'), 'volume': np.int64(5722800)}, {'date': Timestamp('2025-07-25 00:00:00'), 'volume': np.int64(4512900)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(2764700)}, {'date': Timestamp('2025-06-12 00:00:00'), 'volume': np.int64(2209800)}, {'date': Timestamp('2025-06-06 00:00:00'), 'volume': np.int64(2179200)}, {'date': Timestamp('2025-06-05 00:00:00'), 'volume': np.int64(1885600)}, {'date': Timestamp('2025-05-29 00:00:00'), 'volume': np.int64(1643200)}, {'date': Timestamp('2025-05-28 00:00:00'), 'volume': np.int64(1431200)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(1241800)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(754300)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(712100)}]"
LSAK,daily,2026-05-20,875900,2,10,10,False,0.08448109567901235,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(875900)}, {'date': Timestamp('2026-03-17 00:00:00'), 'volume': np.int64(422000)}, {'date': Timestamp('2025-09-11 00:00:00'), 'volume': np.int64(293800)}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': np.int64(250400)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(124600)}, {'date': Timestamp('2025-06-10 00:00:00'), 'volume': np.int64(59900)}, {'date': Timestamp('2025-05-28 00:00:00'), 'volume': np.int64(50600)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(34300)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(15600)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(7600)}]"
FTAIN,daily,2026-05-20,208800,2,6,6,False,0.14249641711594896,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(208800)}, {'date': Timestamp('2026-05-19 00:00:00'), 'volume': np.int64(204000)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(155000)}, {'date': Timestamp('2025-06-11 00:00:00'), 'volume': np.int64(68600)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(40000)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(6400)}]"
MEC,daily,2026-05-20,2487600,2,9,9,True,1.0,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(2487600)}, {'date': Timestamp('2025-10-21 00:00:00'), 'volume': np.int64(1442100)}, {'date': Timestamp('2025-08-06 00:00:00'), 'volume': np.int64(488700)}, {'date': Timestamp('2025-06-27 00:00:00'), 'volume': np.int64(321700)}, {'date': Timestamp('2025-06-17 00:00:00'), 'volume': np.int64(240500)}, {'date': Timestamp('2025-06-11 00:00:00'), 'volume': np.int64(153400)}, {'date': Timestamp('2025-05-28 00:00:00'), 'volume': np.int64(143400)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(114900)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(110000)}]"
VLT,daily,2026-05-20,130400,2,11,11,False,0.7117903930131004,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(130400)}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': np.int64(76400)}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': np.int64(50600)}, {'date': Timestamp('2025-08-01 00:00:00'), 'volume': np.int64(45800)}, {'date': Timestamp('2025-06-09 00:00:00'), 'volume': np.int64(43700)}, {'date': Timestamp('2025-06-06 00:00:00'), 'volume': np.int64(35400)}, {'date': Timestamp('2025-06-02 00:00:00'), 'volume': np.int64(31800)}, {'date': Timestamp('2025-05-30 00:00:00'), 'volume': np.int64(21900)}, {'date': Timestamp('2025-05-29 00:00:00'), 'volume': np.int64(20300)}, {'date': Timestamp('2025-05-23 00:00:00'), 'volume': np.int64(19500)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(12200)}]"
