Symbol,market_cap,timeframe,HVD_date_1,HVD_vol_1,HVD_date_2,HVD_vol_2,HVD_date_3,HVD_vol_3,HVD_date_4,HVD_vol_4,HVD_date_5,HVD_vol_5,HVD_date_6,HVD_vol_6,HVD_date_7,HVD_vol_7,HVD_date_8,HVD_vol_8,HVD_date_9,HVD_vol_9,HVD_date_10,HVD_vol_10,HVD_date_11,HVD_vol_11,HVD_date_12,HVD_vol_12,HVD_date_13,HVD_vol_13,HVD_date_14,HVD_vol_14,HVD_date_15,HVD_vol_15,HVD_date_16,HVD_vol_16,HVD_date_17,HVD_vol_17,HVD_date_18,HVD_vol_18,HVD_date_19,HVD_vol_19,HVD_date_20,HVD_vol_20
ONT,724230090.2078065,monthly,2026-08-01,12026963,2026-06-01,16440000,2026-05-01,15690600,2026-02-01,8645900,2025-10-01,9814500,2025-09-01,9241400,2025-08-01,12559700,2025-06-01,8451400,2025-05-01,9230600,2025-04-01,11671000,2025-03-01,12327700,2025-02-01,8140700,2025-01-01,10812500.0,2024-12-01,14063100.0,2024-11-01,15448900.0,2024-10-01,15170200.0,2024-09-01,12379800.0,2024-08-01,8231100.0,2024-07-01,11613300.0,2023-03-01,9116300.0
BBCP,584059774.6223959,monthly,2026-06-01,10671747,2026-03-01,3616900,2025-04-01,3807900,2025-03-01,4093800,2025-01-01,5540300,2023-06-01,3341700,2022-11-01,4679100,2022-10-01,3340400,2021-11-01,3255800,2021-09-01,3326500,2021-06-01,5179400,2021-04-01,3433200,2021-03-01,4857200.0,2021-02-01,4131900.0,2021-01-01,5212700.0,2020-12-01,3486700.0,2020-06-01,3601100.0,2020-05-01,3639800.0,2020-04-01,5634800.0,2020-03-01,3711300.0
SILA,1674357656.1120262,monthly,2026-05-01,10379433,2026-04-01,23757800,2026-03-01,8183100,2026-01-01,7130300,2025-12-01,9011700,2025-11-01,6215000,2025-08-01,6545800,2025-07-01,9043900,2025-06-01,16508100,2025-05-01,7724200,2025-04-01,8625500,2025-03-01,8432400,2025-02-01,7723900.0,2024-12-01,7947700.0,2024-11-01,12914900.0,2024-10-01,9223900.0,2024-09-01,23687400.0,2024-08-01,16957800.0,2024-07-01,14864600.0,2024-06-01,14560000.0
FVCB,315663778.6697513,monthly,2026-07-01,974086,2026-06-01,1411886,2026-05-01,3644460,2026-04-01,3108700,2026-03-01,1326800,2025-12-01,960800,2025-07-01,1146500,2025-06-01,904800,2025-04-01,1291100,2023-06-01,957500,2023-03-01,1729400,2023-02-01,1787100,2022-07-01,898375.0,2022-06-01,3494375.0,2022-05-01,1001500.0,2022-04-01,1027125.0,2022-01-01,1403000.0,2021-07-01,1947375.0,2021-06-01,3317375.0,2020-03-01,1166375.0
AURA,724054930.6122448,monthly,2026-08-01,6959526,2026-07-01,6064631,2026-05-01,15181989,2026-04-01,6365800,2026-03-01,6422800,2025-11-01,4247200,2025-10-01,6605200,2025-09-01,5768800,2025-06-01,5050700,2025-05-01,5037000,2025-04-01,5303800,2025-03-01,8042700,2024-11-01,4479800.0,2024-10-01,4652200.0,2024-06-01,4121900.0,2024-05-01,4071700.0,2024-03-01,6283700.0,2023-12-01,4245200.0,2023-11-01,7776800.0,2022-06-01,4649100.0
ATII,320163812.9640553,monthly,2026-08-01,1288568,2026-07-31,89515,2026-07-17,193223,2026-07-01,1494122,2026-06-01,2313907,2026-05-01,5957838,2026-04-01,5701100,2026-03-01,1166900,2026-02-01,607500,2026-01-01,1143900,2025-12-01,451100,2025-11-01,224300,2025-10-01,231400.0,2025-09-01,918700.0,2025-08-01,1223500.0,2025-07-01,687400.0,2025-06-01,1536100.0,2025-05-01,1767400.0,2025-04-01,5138900.0,,
AORT,1146108491.4161518,monthly,2026-08-01,9262190,2026-05-01,16083860,2026-04-01,8570200,2026-03-01,8631600,2025-12-01,7923000,2025-11-01,8033000,2025-10-01,7196800,2025-09-01,9574200,2025-08-01,12893900,2025-07-01,6874500,2025-05-01,11358900,2025-04-01,9375000,2025-03-01,10514700.0,2025-02-01,8629200.0,2025-01-01,7128700.0,2022-10-01,9244900.0,2020-09-01,8841400.0,2020-07-01,7227500.0,2020-06-01,12130600.0,2020-03-01,9114000.0
PAHC,1285495837.814012,monthly,2026-05-01,8212977,2026-04-01,5506500,2026-03-01,6832100,2025-12-01,6279000,2025-11-01,6612500,2025-10-01,5602400,2025-09-01,7331100,2025-08-01,6826600,2025-07-01,7046400,2025-06-01,4963700,2025-05-01,5923200,2025-04-01,4468700,2025-03-01,5904900.0,2025-02-01,6221600.0,2024-09-01,4233500.0,2023-12-01,5540200.0,2023-11-01,4269800.0,2022-09-01,4285700.0,2020-04-01,4014000.0,2020-03-01,4972000.0
WEST,916069205.9907502,monthly,2026-05-01,18769785,2026-04-01,7319400,2026-03-01,9084900,2026-01-01,6698800,2025-12-01,10057200,2025-11-01,12419800,2025-10-01,8849800,2025-09-01,12213800,2025-08-01,13460300,2025-07-01,6736700,2025-05-01,6502700,2025-03-01,7785800,2024-12-01,7174600.0,2024-11-01,8030200.0,2024-10-01,9497600.0,2024-09-01,8801700.0,2023-09-01,7675400.0,2023-06-01,9535800.0,2022-08-01,14420400.0,2022-04-01,6664200.0
WEN,1485748950.286494,monthly,2026-08-01,139633856,2026-07-01,138287773,2026-05-01,235264296,2026-04-01,154154500,2026-03-01,184316000,2026-01-01,129191300,2025-12-01,138185400,2025-11-01,156977300,2025-10-01,128947900,2025-09-01,159739500,2025-08-01,144523900,2025-07-01,161342200,2025-06-01,146266400.0,2025-05-01,107723000.0,2025-04-01,106998600.0,2025-03-01,107292000.0,2025-02-01,120558600.0,2021-06-01,194116100.0,2020-04-01,116013300.0,2020-03-01,162308200.0
BRBR,1343009264.3415277,monthly,2026-08-01,49946763,2026-07-01,39720541,2026-05-01,99185808,2026-04-01,63365400,2026-03-01,83784500,2026-02-01,47165600,2026-01-01,83776900,2025-12-01,73374900,2025-11-01,91442400,2025-10-01,60825300,2025-09-01,65526900,2025-08-01,95488800,2025-07-01,52658000.0,2025-06-01,49302300.0,2025-05-01,57357200.0,2024-07-01,32128100.0,2024-06-01,40521100.0,2024-02-01,30620100.0,2022-08-01,36819700.0,2022-03-01,51923900.0
MEI,679639794.4444444,monthly,2026-05-01,24103934,2026-04-01,9336600,2026-03-01,13433700,2025-09-01,10443800,2025-08-01,8441500,2025-07-01,12518600,2025-04-01,8609500,2025-03-01,13174000,2024-12-01,10702800,2024-10-01,8917900,2024-09-01,9373300,2024-07-01,17114500,2024-06-01,21855100.0,2024-05-01,7929500.0,2024-04-01,11177200.0,2024-03-01,20340500.0,2023-12-01,8937700.0,2023-10-01,8441300.0,2023-09-01,9064100.0,2023-06-01,8669200.0
XRN,539566417.2001662,monthly,2026-06-01,2888500,2026-05-01,4755900,2026-03-01,3447300,2025-12-01,2855000,2025-11-01,3300000,2025-10-01,4598800,2025-09-01,4701640,2025-08-01,3195360,2025-07-01,2813640,2025-06-01,3308280,2025-05-01,2805660,2025-04-01,2690680,2023-03-01,2630960.0,2022-12-01,2487180.0,2022-11-01,2768640.0,2022-10-01,4319740.0,2022-06-01,2328660.0,2021-06-01,3358740.0,2021-03-01,3541660.0,2020-03-01,2776360.0
ERII,454629169.7201365,monthly,2026-08-01,12205986,2026-05-01,24515014,2026-04-01,18253900,2026-03-01,21141300,2025-11-01,13575300,2025-05-01,13438200,2024-11-01,14469200,2024-08-01,10407800,2024-02-01,10195500,2024-01-01,10598600,2023-11-01,11148200,2023-10-01,13719700,2023-08-01,10287400.0,2022-11-01,12377600.0,2022-10-01,10498700.0,2022-09-01,10509800.0,2022-05-01,10597300.0,2021-06-01,10772900.0,2021-05-01,11724700.0,2021-03-01,12242500.0
FLO,1689586103.923684,monthly,2026-08-01,52565097,2026-07-01,44267813,2026-05-01,157869726,2026-04-01,93706100,2026-03-01,124445900,2026-01-01,82002100,2025-12-01,85449000,2025-11-01,89706900,2025-10-01,70253400,2025-09-01,104793400,2025-08-01,61628900,2025-07-01,57701100,2025-06-01,57015400.0,2025-05-01,61924800.0,2025-03-01,53538900.0,2023-05-01,48661400.0,2023-03-01,46697800.0,2023-01-01,56119300.0,2022-03-01,44147100.0,2020-03-01,49436100.0
SIBN,768573055.6951072,monthly,2026-05-01,14879254,2026-04-01,13921600,2026-03-01,12725800,2026-01-01,12209300,2025-12-01,10192500,2025-11-01,13854400,2025-10-01,9250600,2025-08-01,10294900,2025-06-01,10857300,2025-05-01,12393900,2024-10-01,9399700,2024-03-01,9943800,2024-02-01,9312000.0,2024-01-01,9073500.0,2023-12-01,9109000.0,2023-05-01,14592000.0,2022-05-01,8856600.0,2021-11-01,9354400.0,2021-08-01,11525900.0,2021-03-01,9571300.0
CEVA,1179008519.9371226,monthly,2026-08-01,11549117,2026-07-01,5523353,2026-06-01,9290665,2026-05-01,15481988,2026-04-01,11335300,2026-03-01,8352900,2026-01-01,5863000,2025-12-01,13907700,2025-11-01,13708100,2025-10-01,6305800,2025-09-01,6969700,2025-08-01,5763600,2025-06-01,5508400.0,2025-05-01,7271900.0,2025-02-01,6492200.0,2025-01-01,6206500.0,2024-12-01,5880800.0,2021-03-01,7574800.0,2021-02-01,7606800.0,2021-01-01,8246100.0
NXG,336290899.1,monthly,2026-08-01,985721,2026-07-01,1123661,2026-05-01,1983810,2026-04-01,1448100,2026-03-01,1611900,2026-01-01,823900,2025-12-01,1033200,2025-11-01,852400,2025-10-01,997300,2025-09-01,1002300,2025-08-01,1225200,2025-07-01,1276500,2025-04-01,1120500.0,2025-03-01,1176300.0,2024-12-01,962400.0,2024-08-01,794200.0,2024-07-01,873000.0,2024-06-01,873100.0,2020-06-01,834700.0,2020-03-01,788500.0
BRCB,406953700.1675901,monthly,2026-08-01,4455035,2026-07-31,277678,2026-07-17,236630,2026-07-01,2629452,2026-06-01,13196700,2026-05-01,17867400,2026-04-01,6773000,2026-03-01,14566900,2026-02-01,11270100,2026-01-01,8993300,2025-12-01,11162200,2025-11-01,6949000,2025-10-01,8239100.0,2025-09-01,14606200.0,,,,,,,,,,,,
VACI,320158536.6699315,monthly,2026-08-01,5966384,2026-07-31,32450,2026-07-17,55488,2026-07-01,884762,2026-06-01,3577400,2026-05-01,6922300,2026-04-01,5532100,2026-03-01,620300,2026-02-01,899900,2026-01-01,1117000,2025-12-01,795800,2025-11-01,57900,,,,,,,,,,,,,,,,
TBRG,392977366.722689,monthly,2026-05-01,3899861,2026-04-01,9797400,2025-07-01,3431100,2025-06-01,4323800,2025-05-01,3429300,2025-04-01,3290500,2025-03-01,4436300,2025-02-01,3600300,2024-06-01,5741800,2024-05-01,3592800,2024-04-01,3156700,2024-03-01,5703200,2024-02-01,4005400.0,2024-01-01,3238500.0,2023-12-01,3905600.0,2023-11-01,4589000.0,2023-10-01,3714300.0,2023-09-01,9535700.0,2023-08-01,3331700.0,2021-11-01,3365300.0
WSR,1947590315.7708547,monthly,2026-04-01,15614600,2024-05-01,8543700,2023-11-01,10289600,2023-03-01,14041600,2022-05-01,12055600,2022-03-01,11141000,2022-02-01,13838900,2022-01-01,12234200,2021-12-01,10308200,2021-10-01,8711200,2021-09-01,13414800,2021-08-01,10764100,2021-07-01,10489100.0,2021-06-01,12912400.0,2021-05-01,9036500.0,2020-12-01,8694300.0,2020-06-01,9751700.0,2020-05-01,11882100.0,2020-04-01,9287000.0,2020-03-01,11625300.0
AVNS,1168853002.7871487,monthly,2026-06-01,12088624,2026-05-01,15354183,2026-04-01,49580400,2026-03-01,12804500,2026-01-01,11853700,2025-12-01,11615100,2025-11-01,10621400,2025-10-01,10390100,2025-09-01,13504800,2025-08-01,17075200,2025-07-01,9558900,2025-05-01,10310400,2025-04-01,10634000.0,2025-03-01,11150700.0,2025-01-01,13717000.0,2021-12-01,11857900.0,2021-08-01,10502200.0,2021-05-01,18429800.0,2020-05-01,8956400.0,2020-03-01,11281400.0
CTBI,1314326824.3870063,monthly,2026-04-01,2203600,2026-03-01,2075000,2026-01-01,1578200,2025-12-01,1448800,2025-10-01,1724100,2025-07-01,1255400,2025-06-01,1285300,2025-04-01,1416400,2025-01-01,1509500,2024-07-01,1753300,2023-05-01,1257300,2023-03-01,1689600,2022-03-01,1523800.0,2021-09-01,1393800.0,2021-03-01,1650400.0,2021-02-01,1399800.0,2021-01-01,1559800.0,2020-09-01,1416700.0,2020-06-01,1229000.0,2020-03-01,1484100.0
ICFI,1294629880.1690986,monthly,2026-05-01,7288498,2026-04-01,8601800,2026-03-01,7241400,2025-12-01,3361900,2025-11-01,3538300,2025-10-01,4151300,2025-09-01,3849600,2025-08-01,4459100,2025-07-01,3162800,2025-06-01,3469200,2025-05-01,4518600,2025-04-01,5101700,2025-03-01,6880700.0,2025-02-01,7612800.0,2025-01-01,4314700.0,2024-12-01,4238100.0,2024-11-01,5190700.0,2024-07-01,3262700.0,2020-06-01,3178900.0,2020-03-01,4367500.0
ATEX,1748428003.0596294,monthly,2026-08-01,4341132,2026-05-01,4980497,2026-04-01,7042000,2026-03-01,6381600,2026-01-01,6145800,2025-12-01,4714500,2025-11-01,4741200,2025-09-01,4632100,2025-08-01,4708000,2025-02-01,4658100,2024-09-01,6677300,2024-08-01,4742200,2023-09-01,5803700.0,2023-08-01,5320800.0,2023-03-01,4266300.0,2021-03-01,4400000.0,2021-02-01,5264800.0,2021-01-01,4462500.0,2020-12-01,5612100.0,2020-05-01,4261900.0
PLBC,410005134.005943,monthly,2026-08-01,522354,2026-07-01,375357,2026-06-01,548712,2026-05-01,620730,2026-04-01,1305900,2026-03-01,958900,2026-01-01,328500,2025-12-01,436300,2025-09-01,410700,2025-07-01,402900,2024-10-01,325500,2023-12-01,357000,2023-06-01,1030300.0,2023-03-01,338000.0,2023-02-01,332900.0,2022-05-01,478700.0,2022-04-01,499900.0,2022-03-01,368600.0,2021-06-01,1055000.0,2020-06-01,938000.0
COSO,326702397.9049035,monthly,2026-08-01,972123,2026-07-31,41345,2026-07-17,104881,2026-07-01,958289,2026-06-01,486818,2026-05-01,1136628,2026-04-01,2348900,2026-03-01,2230700,2026-02-01,807100,2026-01-01,1636900,2025-12-01,1635600,2025-11-01,408800,2025-10-01,564900.0,2025-09-01,1582400.0,2025-08-01,429100.0,2025-07-01,861600.0,2025-06-01,10100.0,2025-05-01,6800.0,,,,
LYTS,975081378.6865672,monthly,2026-06-01,3841918,2026-05-01,7290491,2026-04-01,8879300,2026-03-01,5109400,2025-11-01,4002800,2025-09-01,4838000,2025-08-01,4252700,2025-04-01,4046500,2025-01-01,3703900,2023-11-01,5905400,2023-10-01,3868300,2023-08-01,6759600,2023-06-01,7686000.0,2023-05-01,4854000.0,2023-03-01,5214400.0,2023-02-01,3844800.0,2023-01-01,5751000.0,2021-06-01,8289300.0,2020-06-01,5996900.0,2020-04-01,4610700.0
UVSP,1236353609.8620057,monthly,2026-08-01,2587014,2026-05-01,2745652,2026-04-01,4623000,2026-03-01,4252900,2026-01-01,3098700,2025-12-01,3847600,2025-07-01,2540900,2025-04-01,3056500,2024-07-01,2564700,2024-01-01,2954000,2023-05-01,2760500,2023-03-01,3267900,2022-10-01,2523400.0,2021-03-01,2958800.0,2021-01-01,2886000.0,2020-12-01,2449000.0,2020-07-01,2606800.0,2020-06-01,2747400.0,2020-04-01,2808500.0,2020-03-01,3723100.0
FSUN,1690385714.2682445,monthly,2026-08-01,3186920,2026-07-01,2613666,2026-05-01,2601244,2026-04-01,6645100,2026-03-01,3992100,2026-02-01,1640700,2026-01-01,3054700,2025-12-01,3005000,2025-11-01,2885500,2025-10-01,3973300,2025-09-01,3184300,2025-08-01,3335100,2025-07-01,2909500.0,2025-06-01,3698500.0,2025-05-01,1841500.0,2025-04-01,2045500.0,2025-03-01,2485400.0,2025-02-01,1469000.0,2024-12-01,1861100.0,2024-09-01,1680200.0
GSBC,861107649.1935484,monthly,2026-08-01,1066866,2026-05-01,1563422,2026-04-01,1961700,2026-03-01,1535800,2026-01-01,1182700,2025-12-01,1212600,2025-10-01,957300,2025-07-01,1693400,2025-06-01,1433200,2023-03-01,947700,2022-06-01,1115500,2022-03-01,1281200,2022-01-01,883800.0,2021-12-01,902500.0,2021-06-01,904800.0,2020-12-01,938600.0,2020-09-01,1005900.0,2020-06-01,883400.0,2020-04-01,978800.0,2020-03-01,1500600.0
OCSL,1029719779.822086,monthly,2026-04-01,24260200,2026-03-01,18892800,2025-12-01,19876900,2025-10-01,20961100,2025-09-01,15959300,2025-07-01,13370700,2025-05-01,13778500,2025-04-01,18278800,2025-03-01,20468500,2025-02-01,14121000,2024-12-01,23640600,2024-11-01,13994100,2024-09-01,13853500.0,2024-08-01,17806700.0,2024-07-01,18610800.0,2024-02-01,18818800.0,2023-12-01,13290400.0,2023-11-01,14993900.0,2023-03-01,14889500.0,2020-03-01,15922098.0
KRSP,483027288.9155471,monthly,2026-08-01,65879,2026-07-31,5943,2026-07-16,121,2026-07-01,186421,2026-06-01,689100,2026-05-01,171900,2026-04-01,1294900,2026-03-01,219100,2026-02-01,911200,2026-01-01,809500,2025-12-01,216500,2025-11-01,73800,,,,,,,,,,,,,,,,
TWN,555596456.8000001,monthly,2026-06-01,420903,2026-05-01,627988,2026-04-01,741700,2026-03-01,662100,2026-01-01,625600,2025-12-01,407200,2025-11-01,489600,2025-10-01,566100,2025-05-01,599900,2025-04-01,449100,2025-03-01,643800,2025-02-01,421500,2025-01-01,421300.0,2024-12-01,738100.0,2024-07-01,441800.0,2024-06-01,417300.0,2024-05-01,492300.0,2024-02-01,534100.0,2023-08-01,443900.0,2022-10-01,439300.0
SFST,578939732.5743891,monthly,2026-08-01,1055321,2026-07-01,879909,2026-06-01,617081,2026-05-01,1753057,2026-04-01,3549200,2026-03-01,2256100,2026-01-01,1027300,2025-12-01,1368500,2025-07-01,609500,2024-01-01,648800,2023-06-01,614800,2023-05-01,1398700,2023-03-01,996800.0,2022-08-01,582400.0,2021-06-01,616100.0,2021-03-01,961100.0,2021-02-01,574900.0,2020-06-01,733500.0,2020-04-01,630300.0,2020-03-01,914500.0
BBOT,592792555.396619,monthly,2026-08-01,2590992,2026-07-31,368245,2026-07-01,3668039,2026-06-01,1200400,2026-05-01,5709137,2026-04-01,10611900,2026-03-01,3488100,2026-02-01,2332000,2026-01-01,7610200,2025-12-01,4211800,2025-11-01,2412700,2025-10-01,4200400,2025-09-01,8369800.0,2025-08-01,3170900.0,2025-07-01,2163300.0,2025-06-01,1980300.0,2025-04-01,301100.0,2025-03-01,1507400.0,2025-02-01,949000.0,2024-02-01,5394800.0
QDEL,940353843.0813608,monthly,2026-05-01,37629203,2026-04-01,58565600,2026-03-01,38514100,2025-11-01,35983400,2025-10-01,27761500,2025-09-01,26016100,2025-08-01,29234300,2025-07-01,30768700,2025-06-01,31590300,2025-05-01,40039200,2025-04-01,33076600,2024-11-01,24183400,2024-07-01,36452500.0,2024-02-01,34784700.0,2021-03-01,22162900.0,2020-11-01,24015400.0,2020-09-01,26781400.0,2020-08-01,33218600.0,2020-06-01,35031400.0,2020-05-01,25807100.0
AVO,1082800798.6953585,monthly,2026-08-01,9139612,2026-07-01,12144886,2026-06-01,9043234,2026-05-01,13379497,2026-04-01,23015100,2026-03-01,19124000,2026-01-01,20520500,2025-12-01,12117000,2025-11-01,6108700,2025-10-01,6268300,2025-09-01,14288600,2025-06-01,11236800,2025-03-01,9179500.0,2025-01-01,7032200.0,2024-12-01,8661600.0,2024-09-01,10822800.0,2022-12-01,6397500.0,2021-06-01,9302300.0,2020-12-01,6140000.0,2020-10-01,6642500.0
NWPX,1426373559.086681,monthly,2026-08-01,1602218,2026-07-01,1712977,2026-05-01,2439632,2026-04-01,2893600,2026-03-01,2861400,2026-01-01,1563800,2025-11-01,1394000,2025-09-01,1438800,2025-08-01,1407800,2025-07-01,1379100,2025-03-01,1915000,2025-02-01,1469500,2025-01-01,1697200.0,2023-03-01,1656200.0,2022-05-01,1595200.0,2022-04-01,1416400.0,2020-06-01,1779800.0,2020-05-01,1535600.0,2020-04-01,1698100.0,2020-03-01,2030000.0
SPFI,832265890.9750291,monthly,2026-08-01,1309589,2026-07-01,1329682,2026-05-01,1398134,2026-04-01,2409300,2026-03-01,2370800,2026-01-01,1524700,2025-12-01,1338100,2025-10-01,1025000,2025-09-01,1033600,2025-08-01,1113200,2025-07-01,1418400,2025-04-01,897000,2024-08-01,1089000.0,2024-07-01,1013700.0,2023-06-01,1091600.0,2023-03-01,911500.0,2022-11-01,992600.0,2022-10-01,957400.0,2022-09-01,889500.0,2022-08-01,1581600.0
BHRB,1437487235.7210102,monthly,2026-08-01,1360143,2026-07-01,1263289,2026-06-01,1472536,2026-05-01,2040024,2026-04-01,2959900,2026-03-01,2246300,2026-01-01,1642300,2025-12-01,1870900,2025-10-01,995200,2025-08-01,1055000,2025-07-01,1660400,2025-06-01,1326900,2025-03-01,1637300.0,2025-02-01,1148200.0,2024-11-01,1175700.0,2024-09-01,1369200.0,2024-08-01,1373300.0,2024-07-01,1012300.0,2023-09-01,1597500.0,2023-06-01,1388600.0
CWBC,729910130.0640783,monthly,2026-08-01,2302259,2026-07-01,2512965,2026-06-01,2093406,2026-05-01,2832642,2026-04-01,4969900,2026-03-01,3244800,2026-02-01,1709700,2026-01-01,2244800,2025-12-01,3866500,2025-11-01,1558000,2025-10-01,1453400,2025-07-01,1707600,2025-06-01,1534400.0,2024-11-01,1376900.0,2024-07-01,1726500.0,2024-06-01,1750100.0,2024-04-01,1980400.0,2023-06-01,1880600.0,2021-07-01,1695400.0,2021-06-01,3173200.0
EFOR,804009974.7116061,monthly,2026-08-01,9814498,2026-06-01,21888200,2026-05-01,27185700,2026-04-01,31642400,2026-03-01,23471900,2026-02-01,16019000,2026-01-01,9610400,2025-12-01,12071800,2025-11-01,12116300,2025-10-01,14076300,2025-09-01,13112000,2025-08-01,11335800,2025-07-01,13958500.0,2025-06-01,9998700.0,2025-05-01,10248300.0,2025-04-01,11885000.0,2025-03-01,11805100.0,2025-02-01,11801000.0,2024-07-01,9331800.0,2020-03-01,14782100.0
