Symbol,market_cap,timeframe,HVD_date_1,HVD_vol_1,HVD_date_2,HVD_vol_2,HVD_date_3,HVD_vol_3,HVD_date_4,HVD_vol_4,HVD_date_5,HVD_vol_5,HVD_date_6,HVD_vol_6,HVD_date_7,HVD_vol_7,HVD_date_8,HVD_vol_8,HVD_date_9,HVD_vol_9,HVD_date_10,HVD_vol_10,HVD_date_11,HVD_vol_11,HVD_date_12,HVD_vol_12,HVD_date_13,HVD_vol_13,HVD_date_14,HVD_vol_14,HVD_date_15,HVD_vol_15,HVD_date_16,HVD_vol_16,HVD_date_17,HVD_vol_17,HVD_date_18,HVD_vol_18,HVD_date_19,HVD_vol_19,HVD_date_20,HVD_vol_20
SARO,9355761103.858942,monthly,2026-08-01,41800592,2026-07-01,28031263,2026-05-01,62964365,2026-04-01,76285200,2026-03-01,97971000,2026-02-01,31381500,2026-01-01,108411100,2025-12-01,31841000,2025-11-01,32146700,2025-10-01,42594500,2025-09-01,35166800,2025-08-01,36105000,2025-07-01,43393800.0,2025-06-01,53015300.0,2025-05-01,60494600.0,2025-04-01,63192000.0,2025-03-01,74371000.0,2025-01-01,32897900.0,2024-12-01,39262600.0,2024-10-01,64508800.0
CEF,7360094600.0,monthly,2026-03-01,20039900,2026-02-01,19896400,2026-01-01,58894900,2025-12-01,24141200,2025-11-01,20651200,2025-10-01,31501200,2025-09-01,20938300,2025-04-01,19391400,2024-04-01,16452500,2022-03-01,22112200,2021-03-01,17437800,2021-02-01,18696100,2021-01-01,17274000.0,2020-09-01,20328200.0,2020-08-01,34989900.0,2020-07-01,29825600.0,2020-05-01,20956100.0,2020-04-01,28948600.0,2020-03-01,51726300.0,2020-02-01,16465300.0
LEGN,5280582329.0,monthly,2026-08-01,26620573,2026-06-01,30224165,2026-05-01,39760540,2026-04-01,48354200,2026-03-01,30526100,2026-01-01,62617800,2025-12-01,50590200,2025-11-01,35410500,2025-10-01,32875000,2025-07-01,31058700,2025-06-01,43058000,2025-05-01,38037800,2025-04-01,32802700.0,2025-01-01,27404200.0,2024-12-01,28174100.0,2024-11-01,35302200.0,2024-10-01,30094800.0,2024-07-01,26628800.0,2024-05-01,24384800.0,2023-04-01,26131600.0
FFBC,3544514455.1896086,monthly,2026-05-01,11475727,2026-04-01,19993600,2026-03-01,19078800,2026-01-01,24881300,2025-12-01,16741000,2025-10-01,11728200,2025-09-01,11039100,2025-04-01,12036800,2025-01-01,9485600,2024-10-01,9587900,2024-07-01,10052100,2023-03-01,12926000,2021-03-01,10991500.0,2020-12-01,10040100.0,2020-09-01,10431900.0,2020-07-01,9592300.0,2020-06-01,14686300.0,2020-05-01,14187500.0,2020-04-01,12366700.0,2020-03-01,17446000.0
MBLY,6577473836.468193,monthly,2026-05-01,95578554,2026-04-01,151189400,2026-03-01,136441100,2026-01-01,271666100,2025-12-01,98784500,2025-10-01,138755700,2025-09-01,112651200,2025-07-01,236309600,2025-04-01,92611200,2025-02-01,85651800,2025-01-01,167669100,2024-12-01,140879000,2024-11-01,142974600.0,2024-10-01,132515700.0,2024-09-01,157375200.0,2024-08-01,131393400.0,2024-07-01,86303900.0,2024-06-01,95815700.0,2024-01-01,171100500.0,2023-06-01,97531800.0
COLD,4556337884.310115,monthly,2026-05-01,72084441,2026-04-01,73050800,2026-03-01,97701800,2026-01-01,98197100,2025-12-01,148532400,2025-11-01,139485600,2025-10-01,141855000,2025-09-01,139096900,2025-08-01,98842800,2025-07-01,67457800,2025-06-01,60157000,2025-05-01,81709100,2025-02-01,58712100.0,2024-05-01,62822500.0,2024-02-01,67981300.0,2021-09-01,56913600.0,2021-08-01,57566100.0,2021-03-01,54553900.0,2020-10-01,60792800.0,2020-03-01,66024600.0
ADPT,3354530368.339753,monthly,2026-04-01,33117700,2026-03-01,51450600,2026-01-01,39236900,2025-12-01,59136000,2025-11-01,46641500,2025-10-01,39038400,2025-09-01,41939600,2025-08-01,47082100,2025-07-01,36223400,2025-06-01,43944400,2025-05-01,52767000,2025-04-01,46943900,2025-03-01,46271400.0,2024-05-01,33020000.0,2024-04-01,45688300.0,2024-03-01,32219900.0,2023-11-01,36848600.0,2022-06-01,50292200.0,2022-05-01,35007800.0,2021-03-01,33910800.0
FIBK,3752629448.1693554,monthly,2026-05-01,19776964,2026-04-01,27708800,2026-03-01,27905500,2026-01-01,22530100,2025-12-01,41288800,2025-11-01,21377300,2025-10-01,20040000,2025-09-01,21549800,2025-06-01,22237400,2025-05-01,19209900,2025-04-01,22764600,2024-03-01,21171100,2024-02-01,18947000.0,2023-07-01,18932200.0,2023-05-01,18704500.0,2023-03-01,22446700.0,2022-06-01,21113300.0,2022-03-01,22651400.0,2022-02-01,23360200.0,2022-01-01,18394600.0
BCPC,5501270558.083555,monthly,2026-04-01,4506000,2026-03-01,4521300,2026-01-01,3116500,2025-12-01,4703900,2025-11-01,3004000,2025-10-01,4163300,2025-09-01,3322100,2025-08-01,3389600,2025-07-01,3901500,2025-06-01,3297000,2025-05-01,3030400,2025-04-01,4584500,2025-03-01,4154200.0,2021-12-01,3205600.0,2021-01-01,3423400.0,2020-11-01,3551100.0,2020-06-01,3436600.0,2020-05-01,4064200.0,2020-04-01,3418800.0,2020-03-01,3909000.0
WLK,9816779785.327932,monthly,2026-05-01,20129910,2026-04-01,21395000,2026-03-01,29724700,2026-01-01,28683000,2025-12-01,35124700,2025-11-01,28580200,2025-10-01,29095300,2025-09-01,21226300,2025-08-01,27999800,2025-07-01,25411000,2025-06-01,27977700,2025-05-01,32128300,2025-03-01,18659100.0,2022-11-01,17613500.0,2022-10-01,25109000.0,2022-09-01,17175900.0,2022-06-01,19881400.0,2022-05-01,21476200.0,2021-03-01,21345000.0,2020-03-01,27027700.0
ASH,2927670472.18718,monthly,2026-05-01,17868643,2026-04-01,15170000,2026-03-01,14906300,2026-01-01,11846200,2025-12-01,21267500,2025-11-01,17426700,2025-10-01,14562700,2025-09-01,13524400,2025-05-01,13322700,2025-04-01,14161500,2025-03-01,18594000,2025-02-01,13627600,2025-01-01,12822100.0,2024-01-01,14100100.0,2023-06-01,13797900.0,2023-05-01,12502100.0,2022-03-01,12843300.0,2020-09-01,12330700.0,2020-03-01,18320400.0,2020-02-01,11915500.0
HNI,2851638841.9391303,monthly,2026-05-01,12589700,2026-04-01,12260300,2026-03-01,21584400,2026-01-01,9886700,2025-12-01,24542800,2025-11-01,11832000,2025-10-01,12010000,2025-09-01,15898400,2025-08-01,20077500,2025-05-01,6948300,2025-03-01,9972400,2024-12-01,8568200,2024-11-01,6709300.0,2023-12-01,7429400.0,2023-06-01,8265500.0,2023-05-01,7079400.0,2023-03-01,12309600.0,2021-03-01,7787800.0,2021-02-01,14369100.0,2020-06-01,8981800.0
LKQ,6886996203.106543,monthly,2026-05-01,61205650,2026-04-01,50376500,2026-03-01,61338200,2026-01-01,60722300,2025-12-01,132094300,2025-11-01,53765500,2025-10-01,63471100,2025-09-01,61213500,2025-08-01,90115800,2025-07-01,69264300,2025-04-01,58790700,2025-03-01,64385900,2024-12-01,50611600.0,2024-10-01,59973000.0,2020-09-01,71679100.0,2020-08-01,53213800.0,2020-07-01,52875200.0,2020-06-01,64340900.0,2020-04-01,58555900.0,2020-03-01,92158600.0
ARE,9623161152.726591,monthly,2026-05-01,30867590,2026-04-01,55177500,2026-03-01,46978800,2026-01-01,58263600,2025-12-01,70336100,2025-11-01,49095600,2025-10-01,65073800,2025-08-01,29520600,2025-07-01,36880600,2025-06-01,34833800,2025-05-01,37696600,2025-04-01,44880900,2025-01-01,31046400.0,2024-12-01,29115500.0,2024-10-01,31170800.0,2023-12-01,31144600.0,2023-10-01,27977900.0,2023-03-01,41248200.0,2022-06-01,29023200.0,2020-03-01,30680400.0
PSN,5449485886.752816,monthly,2026-04-01,24893600,2026-03-01,30772200,2026-01-01,22759500,2025-12-01,46196100,2025-11-01,19999500,2025-09-01,24898800,2025-08-01,20796300,2025-07-01,21387800,2025-06-01,29344500,2025-05-01,31678300,2025-04-01,32459000,2025-03-01,28410400,2025-02-01,34242700.0,2025-01-01,27907900.0,2024-11-01,20084900.0,2024-09-01,24611500.0,2024-07-01,19013700.0,2024-06-01,19604100.0,2024-03-01,21406600.0,2024-02-01,24321400.0
ALH,5261143513.699657,monthly,2026-08-01,6187418,2026-07-31,207703,2026-07-17,375711,2026-07-01,3516073,2026-06-01,15366200,2026-05-01,13999300,2026-04-01,23436800,2026-03-01,22343000,2026-02-01,9780800,2026-01-01,23271600,2025-12-01,36876300,2025-11-01,8171200,2025-10-01,35759100.0,,,,,,,,,,,,,,
MTN,4915288420.396281,monthly,2026-04-01,17438700,2026-03-01,22612800,2026-01-01,17388800,2025-12-01,24377200,2025-11-01,13312600,2025-10-01,16640200,2025-09-01,17008600,2025-07-01,13568300,2025-06-01,19169700,2025-05-01,14022300,2025-04-01,15343200,2025-03-01,13800300,2025-01-01,14085300.0,2024-12-01,13267700.0,2024-06-01,14420000.0,2024-05-01,16229000.0,2023-09-01,16276700.0,2023-03-01,13105100.0,2021-03-01,13854500.0,2020-03-01,21872700.0
BBT,2632604400.271813,monthly,2026-06-01,20754300,2026-05-01,14318500,2026-04-01,15439000,2026-03-01,19030000,2026-02-01,17426600,2026-01-01,14258900,2025-12-01,21594200,2025-11-01,18533600,2025-10-01,20606900,2025-09-01,21034700,2025-08-01,11282100,2025-04-01,12770400,2025-03-01,12842700.0,2024-12-01,11136000.0,2023-03-01,10655200.0,2020-10-01,10131900.0,2020-09-01,13987900.0,2020-07-01,11561600.0,2020-06-01,16733300.0,2020-05-01,12182400.0
BAH,7462295621.385028,monthly,2026-04-01,27908600,2026-03-01,47378700,2026-01-01,54372300,2025-12-01,70366700,2025-11-01,36776600,2025-10-01,56038700,2025-09-01,39262000,2025-08-01,30549300,2025-07-01,46192700,2025-06-01,42655100,2025-05-01,43569300,2025-04-01,59035800,2025-03-01,60864300.0,2025-02-01,48868600.0,2025-01-01,40508000.0,2024-12-01,32967700.0,2024-11-01,44463600.0,2023-01-01,30680500.0,2021-02-01,29819300.0,2020-03-01,46941100.0
BIRK,8169107575.122192,monthly,2026-08-01,50483830,2026-05-01,41408427,2026-04-01,42089100,2026-03-01,49026600,2026-01-01,57932000,2025-12-01,63503300,2025-11-01,34684600,2025-10-01,47416600,2025-09-01,45997000,2025-08-01,40605600,2025-07-01,44284400,2025-06-01,41304200,2025-05-01,50957400.0,2025-04-01,43342600.0,2025-03-01,36014800.0,2025-02-01,32596000.0,2024-12-01,35073600.0,2024-09-01,33813700.0,2024-08-01,29515200.0,2023-10-01,42016500.0
ETOR,3239138353.9816127,monthly,2026-08-01,18114425,2026-07-31,657539,2026-07-17,981929,2026-07-01,6257468,2026-06-01,4344985,2026-05-01,21643201,2026-04-01,25162000,2026-03-01,23035200,2026-02-01,13121300,2026-01-01,25440500,2025-12-01,24317700,2025-11-01,38784100,2025-10-01,18656200.0,2025-09-01,18033100.0,2025-08-01,19643800.0,2025-07-01,24039500.0,2025-06-01,36871200.0,2025-05-01,28391200.0,,,,
AIN,2166635900.394085,monthly,2026-03-01,7000300,2026-01-01,6157700,2025-12-01,7460000,2025-11-01,11243300,2025-10-01,6268300,2025-09-01,5592600,2025-08-01,7204800,2025-07-01,5920100,2025-06-01,6840100,2025-05-01,5112600,2025-04-01,5515500,2025-03-01,6822300,2024-11-01,6070100.0,2024-10-01,5585300.0,2023-03-01,5181600.0,2020-09-01,5271000.0,2020-07-01,7668300.0,2020-04-01,5645500.0,2020-03-01,9444400.0,2020-02-01,5297200.0
SUPN,2718580598.8907266,monthly,2026-08-01,15339473,2026-03-01,13863700,2026-01-01,13607400,2025-12-01,13532200,2025-11-01,21000600,2025-10-01,18298100,2025-09-01,14482300,2025-08-01,20723100,2025-07-01,16651100,2025-06-01,13443100,2025-03-01,14414600,2025-02-01,12763700,2024-06-01,13772900.0,2024-05-01,13153000.0,2023-06-01,13219700.0,2021-04-01,13314500.0,2021-03-01,13531900.0,2020-12-01,15290100.0,2020-11-01,13626400.0,2020-03-01,17220800.0
EMN,8085685764.130859,monthly,2026-03-01,40611700,2026-01-01,34720800,2025-12-01,35908900,2025-11-01,64485300,2025-10-01,36912100,2025-09-01,32113600,2025-08-01,39151700,2025-07-01,32633900,2025-06-01,40976400,2025-05-01,38355300,2025-04-01,38844400,2022-09-01,33077500,2022-06-01,27338300.0,2022-03-01,33816200.0,2022-01-01,30503000.0,2021-12-01,27148000.0,2020-06-01,27595600.0,2020-05-01,29119300.0,2020-04-01,33311800.0,2020-03-01,42116200.0
AGIO,2253974104.850828,monthly,2026-04-01,28923300,2026-03-01,20261200,2026-01-01,19063700,2025-12-01,35899400,2025-11-01,45533800,2025-09-01,16943300,2025-08-01,19240000,2024-12-01,24228900,2024-06-01,18299000,2024-05-01,17904100,2024-02-01,18858200,2024-01-01,19614200,2022-09-01,21032100.0,2022-06-01,18497300.0,2021-12-01,17863000.0,2021-07-01,16558500.0,2021-06-01,20315000.0,2021-03-01,19328900.0,2020-12-01,24678400.0,2020-10-01,18782900.0
HNGE,6110708717.702822,monthly,2026-08-01,21563803,2026-07-31,747003,2026-07-17,952175,2026-07-01,13545469,2026-06-01,13029763,2026-05-01,29884514,2026-04-01,14581300,2026-03-01,23570500,2026-02-01,16358700,2026-01-01,17998800,2025-12-01,24522700,2025-11-01,49635200,2025-10-01,17461500.0,2025-09-01,29606200.0,2025-08-01,18681400.0,2025-07-01,15665300.0,2025-06-01,17952600.0,2025-05-01,17051200.0,,,,
SUNC,3452682694.5843315,monthly,2026-08-01,4918587,2026-07-31,240266,2026-07-17,286505,2026-07-01,3011707,2026-06-01,10117200,2026-05-01,12596700,2026-04-01,9365300,2026-03-01,12383200,2026-02-01,9211100,2026-01-01,11610500,2025-12-01,9383800,2025-11-01,26072500,,,,,,,,,,,,,,,,
TREX,5165844680.117647,monthly,2026-05-01,36433693,2026-04-01,35804700,2026-03-01,40706200,2026-01-01,43871600,2025-12-01,38963600,2025-11-01,87277600,2025-10-01,36425200,2025-09-01,36772100,2025-08-01,38180300,2025-07-01,34409100,2025-06-01,35990500,2025-04-01,34771500,2025-03-01,43972800.0,2024-10-01,36339700.0,2022-11-01,33765800.0,2022-03-01,35465600.0,2020-06-01,49855000.0,2020-05-01,41455200.0,2020-04-01,43869200.0,2020-03-01,45095400.0
TAP,7826054961.405032,monthly,2026-04-01,65220500,2026-03-01,64158400,2026-01-01,58153200,2025-12-01,67066800,2025-11-01,82074500,2025-09-01,56372100,2025-08-01,54556700,2025-06-01,52831300,2025-05-01,63383600,2025-03-01,51314000,2024-06-01,51932400,2023-05-01,60157800,2021-03-01,62696000.0,2021-02-01,55813900.0,2020-11-01,63413600.0,2020-10-01,54926600.0,2020-09-01,55565000.0,2020-06-01,69409900.0,2020-05-01,54534500.0,2020-03-01,67846300.0
ATR,8040083468.589575,monthly,2026-05-01,9905216,2026-04-01,8887800,2026-03-01,11514500,2026-01-01,8291200,2025-12-01,11474000,2025-11-01,13301700,2025-10-01,11942100,2025-09-01,9084000,2025-08-01,11029900,2025-07-01,7655000,2025-06-01,8281700,2025-04-01,7520600,2025-03-01,7741800.0,2025-02-01,8791800.0,2024-04-01,8088700.0,2023-10-01,7507500.0,2022-05-01,7413800.0,2021-12-01,8566300.0,2020-04-01,8389200.0,2020-03-01,11954800.0
POOL,7711704387.130583,monthly,2026-05-01,15486912,2026-04-01,15207800,2026-03-01,16313900,2026-01-01,15732400,2025-12-01,13945200,2025-11-01,19624800,2025-10-01,14439200,2025-09-01,11640100,2025-07-01,13805600,2025-06-01,14652000,2025-05-01,11225000,2025-04-01,12287700,2024-07-01,10936200.0,2023-07-01,10951300.0,2023-02-01,10192300.0,2022-11-01,10282800.0,2022-10-01,11704900.0,2022-05-01,10479700.0,2020-11-01,11449100.0,2020-10-01,16467400.0
BKH,5788782087.010093,monthly,2026-05-01,13615460,2026-04-01,20626900,2026-03-01,21196600,2026-01-01,19928300,2025-12-01,21340300,2025-11-01,26489200,2025-10-01,16425800,2025-08-01,16223900,2025-07-01,14026900,2025-06-01,11338400,2024-03-01,12103600,2024-02-01,11980500,2024-01-01,11341200.0,2023-10-01,15291500.0,2023-07-01,17665000.0,2023-03-01,11232900.0,2023-02-01,14151300.0,2022-10-01,12461900.0,2020-07-01,11248300.0,2020-03-01,13723900.0
LXP,3277759666.6274366,monthly,2026-04-01,12063600,2026-03-01,13822900,2025-12-01,14573900,2025-11-01,17062600,2025-10-01,16806740,2025-09-01,13460620,2025-08-01,14812280,2025-07-01,16978100,2025-06-01,13642120,2025-05-01,11654620,2025-04-01,13656720,2024-04-01,11507500,2023-10-01,11772960.0,2023-06-01,11599300.0,2022-04-01,16618540.0,2022-02-01,11707600.0,2021-05-01,12480280.0,2020-06-01,13584600.0,2020-05-01,10727740.0,2020-03-01,14352160.0
SON,5448653547.886639,monthly,2026-05-01,19012990,2026-04-01,31866700,2026-03-01,19474700,2026-01-01,19492200,2025-12-01,19641200,2025-11-01,19894200,2025-10-01,36555600,2025-09-01,23352600,2025-08-01,16737900,2025-07-01,23868800,2025-05-01,16227700,2025-04-01,19220600,2025-03-01,17829600.0,2025-02-01,17312600.0,2024-09-01,16369300.0,2024-08-01,16527400.0,2024-07-01,16171800.0,2024-06-01,18598700.0,2021-12-01,17768400.0,2020-03-01,18851300.0
GNTX,5462214876.356228,monthly,2026-04-01,46483700,2026-03-01,46008300,2026-01-01,52613800,2025-12-01,43272800,2025-11-01,44260900,2025-10-01,77123100,2025-08-01,41442200,2025-07-01,62816600,2025-06-01,41897700,2025-05-01,46384300,2025-04-01,59191400,2025-03-01,52985500,2025-02-01,39903500.0,2021-10-01,39368900.0,2021-09-01,39461400.0,2020-11-01,40287700.0,2020-07-01,39332700.0,2020-06-01,51140900.0,2020-04-01,48326500.0,2020-03-01,60298700.0
RIG,5705938821.149713,monthly,2026-04-01,680003000,2026-03-01,847540900,2026-02-01,642610100,2026-01-01,693885200,2025-11-01,760863200,2025-10-01,1372604600,2025-09-01,894207100,2025-07-01,698214800,2025-06-01,962139500,2025-05-01,789112700,2025-04-01,1023374600,2025-03-01,794201900,2022-03-01,836562000.0,2021-06-01,723703600.0,2021-01-01,810852100.0,2020-12-01,809014600.0,2020-11-01,939693800.0,2020-06-01,880439700.0,2020-04-01,855285700.0,2020-03-01,714159600.0
GRND,2548590670.79646,monthly,2026-08-01,22013060,2026-05-01,28201932,2026-04-01,21599100,2026-03-01,31091400,2026-01-01,26058900,2025-12-01,26910300,2025-11-01,38052000,2025-10-01,79563900,2025-09-01,40750000,2025-08-01,49610100,2025-07-01,36306400,2025-06-01,34677800,2025-05-01,43717000.0,2025-04-01,37880200.0,2025-03-01,50235900.0,2025-02-01,26943000.0,2025-01-01,21298400.0,2024-12-01,19592900.0,2024-06-01,21315500.0,2022-11-01,21871200.0
BSY,9113900174.503656,monthly,2026-08-01,31817372,2026-05-01,43328996,2026-04-01,41728900,2026-03-01,63954100,2026-01-01,44154000,2025-12-01,44101200,2025-11-01,42472400,2025-10-01,65388500,2025-08-01,37990500,2025-07-01,33182200,2025-06-01,39019500,2025-05-01,32204600,2025-04-01,33409500.0,2024-06-01,33669000.0,2024-05-01,32446700.0,2024-04-01,45840500.0,2022-05-01,32325400.0,2021-09-01,47552800.0,2021-06-01,61275400.0,2021-05-01,38654500.0
PDI,7601959080.0,monthly,2026-05-01,44760511,2026-04-01,44611200,2026-03-01,69017200,2026-01-01,56024600,2025-12-01,65130800,2025-11-01,56958300,2025-10-01,91122000,2025-09-01,49988200,2025-08-01,39519400,2025-07-01,39733500,2025-05-01,36745800,2025-04-01,73518900,2025-03-01,52562600.0,2025-02-01,40710800.0,2025-01-01,40335000.0,2024-12-01,43122000.0,2024-11-01,36746800.0,2024-10-01,54065900.0,2024-09-01,38292800.0,2024-04-01,37605800.0
SLGN,4885575324.381204,monthly,2026-04-01,16026100,2026-03-01,20052000,2026-01-01,16955900,2025-12-01,19445400,2025-11-01,24064000,2025-10-01,31643000,2025-09-01,25430500,2025-08-01,22231400,2025-07-01,22185800,2025-04-01,18539800,2025-03-01,19514700,2024-12-01,18467100,2023-10-01,14027700.0,2023-08-01,14361100.0,2022-03-01,14716600.0,2020-07-01,14028900.0,2020-06-01,13931400.0,2020-05-01,13844900.0,2020-04-01,17175700.0,2020-03-01,16646300.0
COLB,9307115852.73776,monthly,2026-05-01,42968132,2026-04-01,54720800,2026-03-01,67708700,2026-01-01,55667700,2025-12-01,54000100,2025-11-01,58013900,2025-10-01,127674500,2025-09-01,124735500,2025-08-01,73999000,2025-07-01,61410200,2025-04-01,48084200,2024-07-01,55745100,2024-04-01,51352800.0,2024-03-01,76493300.0,2024-02-01,58697600.0,2024-01-01,53182100.0,2023-07-01,44589000.0,2023-05-01,53614800.0,2023-03-01,85998600.0,2023-02-01,58210700.0
JKHY,9591855969.388548,monthly,2026-05-01,21436891,2026-04-01,17808000,2026-03-01,21408000,2026-01-01,13901000,2025-12-01,17362000,2025-11-01,17170100,2025-10-01,26379600,2025-09-01,20079500,2025-08-01,17952100,2025-05-01,16013900,2025-03-01,15800400,2024-11-01,14035900,2023-05-01,18711200.0,2023-04-01,14392500.0,2023-03-01,18730700.0,2022-03-01,14218200.0,2021-11-01,14751100.0,2021-02-01,16245000.0,2020-08-01,14239100.0,2020-03-01,21054300.0
ACI,6656089142.413517,monthly,2026-04-01,156140400,2026-03-01,135425000,2026-01-01,200718300,2025-12-01,183969300,2025-11-01,167890300,2025-10-01,204054300,2025-09-01,125502300,2025-08-01,111348600,2025-07-01,157120200,2025-06-01,98538000,2025-05-01,95159800,2025-04-01,149564100,2025-03-01,186810800.0,2025-01-01,118552900.0,2024-12-01,147948300.0,2023-09-01,115582700.0,2023-06-01,99370000.0,2023-05-01,100111900.0,2023-03-01,129205700.0,2022-10-01,191728200.0
POWI,4422495158.118264,monthly,2026-05-01,18607587,2026-04-01,21893800,2026-03-01,21828700,2026-01-01,18268900,2025-12-01,27064000,2025-11-01,17963800,2025-10-01,37999800,2025-09-01,13720100,2025-08-01,13971000,2025-05-01,12004600,2025-04-01,13981600,2025-03-01,11081300,2025-02-01,11220300.0,2024-08-01,11814700.0,2023-05-01,11340300.0,2022-09-01,11960500.0,2022-02-01,10298000.0,2021-12-01,22917800.0,2020-03-01,15352400.0,2020-02-01,11918400.0
RGEN,8292501280.211389,monthly,2026-05-01,22589032,2026-04-01,20280900,2026-03-01,20292900,2025-11-01,15296300,2025-10-01,26715100,2025-09-01,17261100,2025-08-01,15388700,2025-07-01,20333700,2025-06-01,15336300,2025-05-01,16383700,2025-04-01,21128700,2025-03-01,15598200,2024-09-01,15087300.0,2024-08-01,19302000.0,2024-07-01,19134300.0,2024-06-01,18149800.0,2023-10-01,18260800.0,2022-11-01,15773500.0,2020-06-01,21070600.0,2020-03-01,16890100.0
SFM,7724799409.665813,monthly,2026-03-01,57111400,2026-01-01,58478000,2025-11-01,51084300,2025-10-01,71931400,2025-09-01,46509800,2025-06-01,52868800,2022-05-01,53410400,2022-01-01,46207000,2021-06-01,61227000,2021-03-01,71635800,2021-01-01,61007900,2020-11-01,55133000,2020-09-01,47343600.0,2020-08-01,49453800.0,2020-07-01,60617600.0,2020-06-01,51481900.0,2020-05-01,57279100.0,2020-04-01,53950300.0,2020-03-01,61553700.0,2020-02-01,49234800.0
VRNS,4627010327.564833,monthly,2026-05-01,38270060,2026-04-01,54656700,2026-03-01,48730300,2026-02-01,65520100,2026-01-01,45893500,2025-12-01,49529100,2025-11-01,34965500,2025-10-01,70843200,2025-07-01,37822700,2025-03-01,31780100,2025-02-01,40909800,2024-11-01,33862100,2024-10-01,37679300.0,2024-09-01,31551600.0,2024-07-01,34923300.0,2024-02-01,32472300.0,2022-11-01,52297500.0,2022-05-01,34769800.0,2021-03-01,39498300.0,2021-02-01,39663900.0
GOF,2249776230.0,monthly,2026-05-01,22197383,2026-04-01,23302000,2026-03-01,39472200,2026-01-01,25058300,2025-12-01,43024100,2025-11-01,37430800,2025-10-01,59771000,2025-09-01,20858500,2025-08-01,19538900,2025-07-01,20031400,2025-05-01,18852100,2025-04-01,31878000,2025-03-01,24269600.0,2025-02-01,18936700.0,2025-01-01,18695700.0,2024-12-01,18888500.0,2024-10-01,18668400.0,2024-08-01,21876200.0,2023-12-01,17969300.0,2023-10-01,31376100.0
BANC,3208945547.76722,monthly,2026-04-01,63445100,2026-03-01,71281900,2026-01-01,45304000,2025-10-01,109897900,2025-09-01,46099000,2025-07-01,59281100,2025-04-01,83991600,2025-03-01,58523500,2024-11-01,51306800,2024-10-01,50558100,2024-09-01,49838600,2024-07-01,58353600,2024-05-01,52773900.0,2024-04-01,48418600.0,2024-03-01,50574600.0,2024-02-01,49160100.0,2024-01-01,57350700.0,2023-12-01,62960000.0,2023-11-01,47624300.0,2023-10-01,54876500.0
WU,2355760645.69146,monthly,2026-04-01,203627500,2026-03-01,176384700,2026-01-01,149376200,2025-12-01,167473000,2025-11-01,163881300,2025-10-01,312139900,2025-09-01,183771100,2025-08-01,190719000,2025-07-01,216864600,2025-06-01,168266400,2025-04-01,179474400,2023-05-01,145841100,2023-03-01,280807600.0,2023-02-01,186214200.0,2021-12-01,228411700.0,2021-11-01,142532400.0,2020-06-01,160549800.0,2020-05-01,146545300.0,2020-03-01,233965800.0,2020-02-01,161190200.0
VLY,8156815087.415427,monthly,2026-04-01,139854700,2026-03-01,183861900,2026-01-01,154969900,2025-11-01,170312500,2025-10-01,331416600,2025-09-01,189382300,2025-08-01,162334400,2025-07-01,198618600,2025-06-01,196965600,2025-05-01,180401300,2025-04-01,246415500,2025-03-01,165289500,2025-02-01,155237800.0,2025-01-01,183181200.0,2024-11-01,192218600.0,2024-07-01,149081300.0,2024-03-01,157748900.0,2024-02-01,160408000.0,2023-05-01,185747800.0,2023-03-01,152378500.0
BULL,3627003393.619048,monthly,2026-08-01,90390879,2026-07-31,6041362,2026-07-17,10491688,2026-07-01,67494188,2026-06-01,76418399,2026-05-01,156339884,2026-04-01,311683600,2026-03-01,278593200,2026-02-01,98787100,2026-01-01,212980400,2025-12-01,330035000,2025-11-01,373426500,2025-10-01,771128000.0,2025-09-01,295072800.0,2025-08-01,245069700.0,2025-07-01,431100300.0,2025-06-01,153878400.0,2025-05-01,253414800.0,2025-04-01,115656800.0,2023-12-01,8788400.0
ITGR,3188020172.810997,monthly,2026-08-01,26668243,2026-05-01,8353212,2026-04-01,10794600,2026-03-01,17894500,2026-02-01,7751700,2026-01-01,10941200,2025-12-01,12870400,2025-11-01,15706400,2025-10-01,35918600,2025-09-01,9792100,2025-07-01,11100700,2025-06-01,8592300,2025-05-01,11514500.0,2025-04-01,16275300.0,2025-03-01,13718700.0,2024-07-01,8365400.0,2024-04-01,11437500.0,2023-03-01,9504300.0,2023-02-01,8166000.0,2020-03-01,7092400.0
LSTR,7098120902.515418,monthly,2026-05-01,7620366,2026-04-01,9328500,2026-03-01,10014900,2026-01-01,10167000,2025-12-01,9436500,2025-11-01,7809400,2025-10-01,11626400,2025-09-01,8081700,2025-08-01,7875700,2025-07-01,9746100,2025-05-01,7925000,2025-04-01,8772300,2025-03-01,8559000.0,2022-09-01,7962500.0,2022-05-01,7570900.0,2022-04-01,9633200.0,2022-01-01,7738500.0,2021-07-01,7678800.0,2020-04-01,7437400.0,2020-03-01,11528400.0
