Symbol,market_cap,timeframe,HVE_date_1,HVE_vol_1,HVE_date_2,HVE_vol_2,HVE_date_3,HVE_vol_3,HVE_date_4,HVE_vol_4,HVE_date_5,HVE_vol_5,HVE_date_6,HVE_vol_6,HVE_date_7,HVE_vol_7,HVE_date_8,HVE_vol_8,HVE_date_9,HVE_vol_9,HVE_date_10,HVE_vol_10
HTFL,3074485529.9814177,weekly,2026-08-10,23672458,2026-06-22,18461200.0,2026-02-02,15686100.0,2025-12-15,6724300.0,2025-08-11,5842600.0,,,,,,,,,,
BIRK,8169107575.122192,weekly,2026-08-10,39881130,2023-10-09,27880100.0,,,,,,,,,,,,,,,,
BTDR,4172828921.1866975,weekly,2026-08-10,107870341,2026-02-16,94234800.0,2025-11-10,82684200.0,2025-10-13,73886500.0,2024-12-09,62529400.0,2024-12-02,60046000.0,2024-11-18,44083000.0,2024-11-11,40520800.0,2024-08-12,24454300.0,2024-06-24,21338900.0
RNW,2254383196.4740973,weekly,2026-08-10,40902093,2025-12-15,27548300.0,2021-02-22,25728000.0,2021-02-15,2706000.0,2021-02-08,1438000.0,2021-02-01,922900.0,,,,,,,,
HUBG,2675466096.3838267,weekly,2026-08-10,14430079,2026-01-31,10896400.0,2025-03-15,6390700.0,2020-04-25,6246000.0,2020-03-14,4306600.0,2020-02-08,3387200.0,2020-02-01,3088800.0,2020-01-04,2280400.0,,,,
ABCL,2253670376.6486487,weekly,2026-08-10,124039185,2025-06-09,58606400.0,2023-06-19,41076800.0,2022-06-20,37670700.0,2021-09-13,33237800.0,2021-06-21,16975600.0,2021-06-07,13952600.0,2021-03-29,12421500.0,2020-12-07,9249200.0,,
DIOD,4784684510.915369,weekly,2026-08-10,7172905,2026-06-22,5432400.0,2024-08-03,5067800.0,2021-03-13,3564000.0,2020-02-08,3012600.0,2020-01-25,2239900.0,2020-01-04,1921100.0,,,,,,
FA,3056790242.695704,weekly,2026-08-10,27105652,2026-06-15,21439500.0,2021-11-08,13805500.0,2021-06-21,10760900.0,,,,,,,,,,,,
CLBT,3432291945.425178,weekly,2026-08-10,58292165,2025-08-11,22970500.0,2025-02-24,14712000.0,2025-02-10,14280500.0,2024-08-12,14209500.0,2024-07-15,10953300.0,2024-06-10,8737900.0,2021-04-05,8472400.0,2021-03-01,4110600.0,2021-01-11,2612700.0
LMAT,2185901654.7835617,weekly,2026-08-03,3975600,2024-12-16,2382300.0,2024-02-26,1486800.0,2021-07-12,1440000.0,2021-06-21,1402200.0,2020-02-03,1309600.0,2020-01-06,556900.0,,,,,,
ITGR,3188020172.810997,weekly,2026-08-03,21089800,2025-10-20,19849500.0,2023-01-30,6856800.0,2022-10-03,2550400.0,2020-09-14,2364500.0,2020-03-16,1973300.0,2020-03-09,1933400.0,2020-02-24,1780500.0,2020-02-17,1121700.0,2020-01-06,986700.0
DORM,4024912786.327751,weekly,2026-08-03,3771600,2025-10-25,2675100.0,2020-02-22,2307500.0,2020-01-04,856600.0,,,,,,,,,,,,
SUPN,2718580598.8907266,weekly,2026-08-03,11943300,2025-11-03,8938500.0,2025-08-04,8673800.0,2020-12-21,6327400.0,2020-02-24,6309400.0,2020-01-13,2637100.0,2020-01-06,1998200.0,,,,,,
OTF,4862369647.094634,weekly,2026-08-03,22565400,2026-03-16,20028800.0,2026-02-23,14869400.0,2026-02-02,14610700.0,2025-12-29,10589200.0,2025-09-15,10296200.0,2025-09-08,1494200.0,2025-08-04,994100.0,2025-06-16,580100.0,2025-06-09,444800.0
DOCS,3818368359.29471,weekly,2026-08-03,97689200,2026-05-11,57994700.0,2026-02-02,47136900.0,2022-05-16,35305400.0,2021-11-08,32842400.0,2021-06-21,22310100.0,,,,,,,,
TTD,8635897246.184652,weekly,2026-08-03,278473000,2025-07-14,197329900.0,2021-05-10,178015000.0,2020-05-04,159701000.0,2020-03-16,148804000.0,2020-02-24,144210000.0,2020-02-03,102182000.0,2020-01-06,101052000.0,,,,
ATKR,2628106229.6938467,weekly,2026-08-03,18801800,2024-08-05,13382200.0,2024-05-06,5629100.0,2021-02-22,5544000.0,2020-03-16,4392500.0,2020-03-09,2982500.0,2020-02-24,2319400.0,2020-01-27,2242600.0,2020-01-13,1546800.0,2020-01-06,1539400.0
CAI,5229593062.780748,weekly,2026-08-03,37187700,2026-07-27,24263307.0,2025-12-01,22530500.0,2025-06-16,20648300.0,,,,,,,,,,,,
HUBS,9499354003.402864,weekly,2026-08-03,18634100,2026-02-09,17757700.0,2026-02-02,12068400.0,2024-07-08,9660200.0,2020-03-16,8261800.0,2020-03-09,6615700.0,2020-02-10,4175400.0,2020-01-06,3300200.0,,,,
FIG,9838372132.7791,weekly,2026-08-03,192011800,2026-05-11,164297700.0,2026-02-16,146518600.0,2025-07-28,120759600.0,,,,,,,,,,,,
