Symbol,market_cap,timeframe,HVE_date_1,HVE_vol_1,HVE_date_2,HVE_vol_2,HVE_date_3,HVE_vol_3,HVE_date_4,HVE_vol_4,HVE_date_5,HVE_vol_5,HVE_date_6,HVE_vol_6,HVE_date_7,HVE_vol_7,HVE_date_8,HVE_vol_8,HVE_date_9,HVE_vol_9,HVE_date_10,HVE_vol_10
NAVN,5803839429.936081,monthly,2026-06-01,119833600,2026-05-01,73619500.0,2026-03-01,72173900.0,2025-12-01,47655600.0,2025-11-01,34319200.0,2025-10-01,20929500.0,,,,,,,,
CBC,7159477009.95563,monthly,2026-06-01,18621500,2026-03-01,16271000.0,2025-12-01,6237500.0,2025-11-01,2414700.0,,,,,,,,,,,,
BLLN,5435286567.312189,monthly,2026-06-01,17540000,2026-05-01,15914500.0,2026-04-01,8665300.0,2026-03-01,7255400.0,2026-01-01,4867400.0,2025-12-01,4634700.0,2025-11-01,4463500.0,,,,,,
PTRN,4050233544.97017,monthly,2026-06-01,53433500,2025-09-01,35542000.0,,,,,,,,,,,,,,,,
NTSK,4156374432.4463553,monthly,2026-06-01,179600000,2026-03-01,117190600.0,2025-09-01,79637600.0,,,,,,,,,,,,,,
WBI,3835784517.769763,monthly,2026-06-01,44557600,2026-03-01,28483800.0,2025-09-01,24458000.0,,,,,,,,,,,,,,
STUB,4655422913.958333,monthly,2026-06-01,178726800,2026-05-01,124421000.0,2026-03-01,121776200.0,2025-09-01,112557700.0,,,,,,,,,,,,
AGYS,2889332947.1641884,monthly,2026-05-01,8400947,2025-02-01,8316100.0,2020-03-01,8263500.0,2020-02-01,3973200.0,,,,,,,,,,,,
PDFS,2594907506.3627496,monthly,2026-05-01,16671672,2026-04-01,9909700.0,2026-03-01,7429100.0,2025-09-01,7000700.0,2025-08-01,6991800.0,2023-11-01,6082500.0,2023-03-01,5018700.0,2020-08-01,4946400.0,2020-03-01,4310300.0,2020-02-01,2337500.0
JHG,8001146005.018682,monthly,2026-03-01,96223500,2020-06-01,56066900.0,2020-03-01,47135000.0,2020-02-01,31873300.0,,,,,,,,,,,,
WK,2752653614.9255023,monthly,2026-05-01,22636599,2025-08-01,20725500.0,2025-04-01,17962200.0,2025-01-01,14539800.0,2020-03-01,13259400.0,2020-02-01,4466000.0,,,,,,,,
LFST,3986938111.663967,monthly,2026-05-01,103397938,2026-04-01,81342500.0,2025-08-01,66414000.0,2025-07-01,52578800.0,2024-05-01,49460900.0,2021-08-01,41279600.0,2021-06-01,33846400.0,,,,,,
RXO,4472638977.582156,monthly,2026-05-01,58034801,2025-11-01,49602200.0,2023-01-01,47334500.0,2022-11-01,33714900.0,2022-10-01,80600.0,,,,,,,,,,
BFAM,3689832329.94799,monthly,2026-05-01,31290529,2020-03-01,22145100.0,2020-02-01,5914100.0,,,,,,,,,,,,,,
FIG,9838372132.7791,monthly,2026-05-01,372917120,2026-04-01,329369200.0,2026-03-01,282954600.0,2025-08-01,261319300.0,2025-07-01,64409000.0,,,,,,,,,,
HUBS,9499354003.402864,monthly,2026-05-01,34703922,2026-04-01,31536100.0,2026-03-01,28436100.0,2020-03-01,26691400.0,2020-02-01,11665400.0,,,,,,,,,,
RELY,4710251330.582798,monthly,2026-05-01,108785954,2025-11-01,105466600.0,2025-08-01,95755300.0,2025-07-01,81400500.0,2025-06-01,70278100.0,2025-05-01,64763900.0,2025-03-01,57771700.0,2024-05-01,55243100.0,2022-06-01,41848400.0,2022-05-01,32865000.0
HESM,7766739072.001848,monthly,2026-05-01,45714134,2026-04-01,42947300.0,2025-09-01,37679700.0,2025-07-01,37475000.0,2025-03-01,29743500.0,2022-03-01,28628600.0,2021-10-01,13743700.0,2020-04-01,9769700.0,2020-03-01,9542800.0,2020-02-01,3589500.0
VSH,7669578222.385244,monthly,2026-05-01,86106610,2025-04-01,61997500.0,2024-12-01,61437000.0,2024-11-01,46346700.0,2023-09-01,35295300.0,2020-03-01,33832300.0,2020-02-01,23080400.0,,,,,,
KVYO,4459269135.7590885,monthly,2026-05-01,141250761,2026-04-01,91305000.0,2026-03-01,80055800.0,2026-01-01,73627100.0,2025-10-01,67275100.0,2025-05-01,66009900.0,2025-04-01,45959600.0,2024-11-01,36945200.0,2024-08-01,35280200.0,2024-03-01,32372900.0
PRIM,5051676610.981758,monthly,2026-05-01,42772165,2025-12-01,29913500.0,2025-05-01,24258200.0,2025-03-01,21901400.0,2025-02-01,19159800.0,2021-03-01,17002800.0,2020-08-01,11551100.0,2020-06-01,8124900.0,2020-03-01,7919800.0,2020-02-01,2611600.0
SEM,2045058663.5347428,monthly,2026-03-01,83528500,2020-03-01,55684642.0,2020-02-01,36860344.0,,,,,,,,,,,,,,
SPXX,2475157400.0,monthly,2026-04-01,6886000,2020-03-01,3488600.0,2020-02-01,980200.0,,,,,,,,,,,,,,
QLYS,4341200505.586625,monthly,2026-04-01,19752900,2020-06-01,17859200.0,2020-03-01,11859100.0,2020-02-01,7400600.0,,,,,,,,,,,,
LION,4766391545.891276,monthly,2026-04-01,80724200,2025-12-01,74308400.0,2025-09-01,60981800.0,2025-05-01,54236700.0,2024-04-01,22622100.0,2024-01-01,21419500.0,2023-03-01,17209800.0,2023-01-01,7873300.0,2022-11-01,6557000.0,2022-07-01,6224300.0
SITE,5167668927.074267,monthly,2026-04-01,16391900,2021-06-01,14875100.0,2020-03-01,14172900.0,2020-02-01,7962300.0,,,,,,,,,,,,
AESI,2123394888.4014423,monthly,2026-04-01,145954000,2025-11-01,75928900.0,2025-10-01,60056000.0,2025-05-01,42618800.0,2025-04-01,38920200.0,2024-06-01,36627400.0,2024-03-01,22178700.0,2023-12-01,20914900.0,2023-03-01,18591900.0,,
COHU,3022996223.469121,monthly,2026-04-01,25443100,2021-03-01,22659500.0,2020-12-01,14138800.0,2020-03-01,7222600.0,2020-02-01,5665600.0,,,,,,,,,,
BMI,4111662889.630092,monthly,2026-04-01,17576000,2025-07-01,9721400.0,2025-04-01,6710000.0,2020-03-01,6446800.0,2020-02-01,3741700.0,,,,,,,,,,
RLAY,4044972375.008413,monthly,2026-04-01,79390400,2024-09-01,73773000.0,2023-04-01,47211800.0,2022-09-01,37723100.0,2022-06-01,28935500.0,2021-10-01,27631200.0,2021-03-01,20805400.0,2021-01-01,16850800.0,2020-07-01,14429400.0,,
MXL,8650139797.1483,monthly,2026-04-01,115671900,2025-01-01,45972400.0,2023-07-01,43386400.0,2022-05-01,28828900.0,2021-02-01,21009800.0,2020-07-01,20258700.0,2020-03-01,15377400.0,2020-02-01,9727900.0,,,,
ESE,8805329212.538292,monthly,2026-04-01,7846600,2026-03-01,6168900.0,2025-08-01,5144300.0,2025-06-01,4154700.0,2025-03-01,4078200.0,2021-12-01,4027600.0,2021-06-01,3901900.0,2020-02-01,3871300.0,,,,
WING,4541300568.260912,monthly,2026-04-01,30470500,2026-03-01,24726700.0,2022-10-01,22406400.0,2020-03-01,20896200.0,2020-02-01,8862700.0,,,,,,,,,,
SXI,4125130973.142781,monthly,2026-04-01,4336400,2026-03-01,4251500.0,2025-12-01,3443500.0,2025-10-01,3323700.0,2025-08-01,2836000.0,2025-06-01,2575900.0,2020-06-01,1986800.0,2020-04-01,1602000.0,2020-03-01,1371200.0,2020-02-01,837100.0
DCO,2680100450.316061,monthly,2026-04-01,4603000,2026-03-01,3986100.0,2025-10-01,3529900.0,2020-03-01,3460800.0,2020-02-01,3442900.0,,,,,,,,,,
GRC,2357114066.375894,monthly,2026-04-01,4520100,2026-03-01,3740400.0,2024-06-01,2873100.0,2022-03-01,2620800.0,2021-06-01,2537300.0,2021-03-01,2136400.0,2020-06-01,2089400.0,2020-03-01,1854100.0,2020-02-01,918100.0,,
SRAD,4571090183.304499,monthly,2026-04-01,107277200,2026-01-01,64401200.0,2025-04-01,58071700.0,2021-09-01,27160500.0,,,,,,,,,,,,
KRC,4466366087.590509,monthly,2026-04-01,49974000,2026-03-01,47129600.0,2025-07-01,41656600.0,2023-03-01,40717400.0,2020-03-01,27789400.0,2020-02-01,16416200.0,,,,,,,,
VC,2751619708.2543497,monthly,2026-04-01,14892700,2025-10-01,12138700.0,2025-07-01,11797800.0,2020-03-01,10940300.0,2020-02-01,8890700.0,,,,,,,,,,
TENB,3332419309.1676383,monthly,2026-04-01,75882400,2026-03-01,60886400.0,2025-06-01,40544700.0,2025-05-01,32717000.0,2022-03-01,31726200.0,2020-06-01,29561600.0,2020-05-01,14602700.0,2020-03-01,14584900.0,2020-02-01,11339400.0,,
DBD,2942720604.9122515,monthly,2026-04-01,15363600,2024-06-01,7734700.0,2023-12-01,7160900.0,2023-08-01,2493700.0,,,,,,,,,,,,
KALU,3058471282.304958,monthly,2026-04-01,6314800,2025-04-01,5423300.0,2023-03-01,4659800.0,2022-07-01,4467100.0,2020-03-01,3810300.0,2020-02-01,2849400.0,,,,,,,,
EPRT,6621451102.817763,monthly,2026-04-01,51877200,2020-03-01,48685200.0,2020-02-01,22263500.0,,,,,,,,,,,,,,
IFS,6440827299.187432,monthly,2026-04-01,7242100,2026-03-01,5628200.0,2025-06-01,5622300.0,2025-04-01,4975200.0,2025-02-01,4309700.0,2021-08-01,4240200.0,2020-11-01,2710000.0,2020-03-01,1887000.0,2020-02-01,1240600.0,,
MZTI,3178758446.244996,monthly,2026-04-01,6728500,2026-03-01,6601400.0,2022-10-01,4698300.0,2020-03-01,4688100.0,2020-02-01,3439800.0,,,,,,,,,,
FRSH,2830961787.9171205,monthly,2026-04-01,204614000,2026-03-01,123199900.0,2024-11-01,113994300.0,2024-05-01,85887800.0,2022-06-01,81564900.0,2022-04-01,67782400.0,2022-03-01,67775500.0,2021-11-01,55902700.0,2021-09-01,34103400.0,,
CWT,2937597955.3842278,monthly,2026-04-01,12634800,2020-03-01,11120100.0,2020-02-01,4901600.0,,,,,,,,,,,,,,
NPO,8012498314.254536,monthly,2026-04-01,5777700,2026-03-01,5071200.0,2025-10-01,4754300.0,2023-06-01,3816200.0,2020-03-01,3394100.0,2020-02-01,1976000.0,,,,,,,,
FLY,4194567476.043072,monthly,2026-04-01,145593200,2026-03-01,119723100.0,2026-01-01,74574200.0,2025-12-01,66402000.0,2025-08-01,57798700.0,,,,,,,,,,
MNR,2123386007.882027,monthly,2026-04-01,27848600,2025-02-01,10083300.0,2024-09-01,6711300.0,2024-05-01,3668500.0,2024-02-01,3331400.0,2023-12-01,2876800.0,2023-11-01,2674300.0,2023-10-01,2651600.0,,,,
CVBF,3963183635.0,monthly,2026-04-01,49419000,2023-05-01,38384500.0,2023-03-01,36903800.0,2020-03-01,33896400.0,2020-02-01,8244000.0,,,,,,,,,,
NSA,6108956184.302629,monthly,2026-03-01,64175600,2026-01-01,33484500.0,2021-05-01,29556400.0,2020-06-01,15100900.0,2020-03-01,14068000.0,2020-02-01,6853400.0,,,,,,,,
STEL,2021042515.14519,monthly,2026-02-01,11036400,2022-09-01,10566100.0,2021-11-01,2582200.0,2020-03-01,2574400.0,2020-02-01,802500.0,,,,,,,,,,
TFSL,4904758532.737862,monthly,2026-03-01,17811000,2025-12-01,16837500.0,2020-03-01,9904000.0,2020-02-01,4582700.0,,,,,,,,,,,,
CPB,6778227900.288143,monthly,2026-03-01,250843500,2025-12-01,155495100.0,2025-09-01,141591200.0,2025-07-01,136512900.0,2025-06-01,118090100.0,2020-03-01,105409500.0,2020-02-01,32700300.0,,,,,,
ORA,7135986857.24469,monthly,2026-03-01,22649700,2021-03-01,20960800.0,2021-01-01,15676700.0,2020-11-01,15489100.0,2020-10-01,12125500.0,2020-09-01,9863000.0,2020-08-01,8335200.0,2020-03-01,7736100.0,2020-02-01,4494500.0,,
MORN,5881032979.207911,monthly,2026-03-01,11321200,2025-09-01,10005400.0,2023-09-01,9389600.0,2022-01-01,4432700.0,2021-04-01,3309600.0,2021-03-01,2978100.0,2021-02-01,2868500.0,2020-04-01,2765800.0,2020-03-01,2674400.0,2020-02-01,1203600.0
SYBT,2252304048.7396665,monthly,2026-03-01,4768400,2024-10-01,4484700.0,2023-03-01,3570100.0,2022-06-01,3144500.0,2020-06-01,2704400.0,2020-03-01,1868100.0,2020-02-01,695100.0,,,,,,
IHS,2764694691.0,monthly,2026-03-01,51236700,2025-05-01,31556300.0,2021-10-01,18984700.0,,,,,,,,,,,,,,
TOWN,3351852435.9158587,monthly,2026-03-01,14072000,2026-01-01,9582100.0,2025-12-01,8399900.0,2024-07-01,8065000.0,2022-03-01,6378600.0,2020-03-01,6348000.0,2020-02-01,1931800.0,,,,,,
PATH,5455809721.821752,monthly,2026-03-01,829790800,2025-10-01,774799700.0,2025-09-01,375134400.0,2025-04-01,334487700.0,2025-03-01,304416000.0,2023-12-01,275324500.0,2023-06-01,256653500.0,2023-05-01,256613100.0,2022-09-01,231349100.0,2021-09-01,203479400.0
RHI,3351137917.926221,monthly,2026-03-01,72728900,2024-06-01,60339700.0,2020-04-01,43432900.0,2020-03-01,38122100.0,2020-02-01,17760000.0,,,,,,,,,,
COCO,4209773159.607874,monthly,2026-03-01,34951200,2025-09-01,26696800.0,2021-11-01,20427000.0,2021-10-01,15349700.0,,,,,,,,,,,,
CAG,6736395142.502177,monthly,2026-03-01,349391700,2025-07-01,279007800.0,2025-06-01,160462300.0,2020-03-01,156036200.0,2020-02-01,92025800.0,,,,,,,,,,
GPGI,4365313301.792818,monthly,2026-03-01,133515800,2026-02-01,52034600.0,2026-01-01,45119800.0,2024-08-01,31107509.0,2020-11-01,10934246.0,,,,,,,,,,
XRAY,2205596809.7142854,monthly,2026-03-01,103786000,2024-04-01,99840100.0,2023-11-01,98750400.0,2020-03-01,88601800.0,2020-02-01,28232200.0,,,,,,,,,,
BXSL,5581321093.516694,monthly,2026-03-01,63321600,2025-10-01,57245500.0,2025-09-01,48815200.0,2025-04-01,40527400.0,2023-03-01,26051500.0,2023-02-01,20389100.0,2022-12-01,16941600.0,2022-08-01,16631500.0,2022-07-01,16364900.0,2022-06-01,10524800.0
LAZ,3949320048.920729,monthly,2026-03-01,37455400,2025-04-01,33620800.0,2025-03-01,27167800.0,2024-01-01,26900500.0,2020-03-01,24860200.0,2020-02-01,14557800.0,,,,,,,,
CECO,5365486195.383531,monthly,2026-03-01,15899700,2025-10-01,14008800.0,2025-09-01,13266500.0,2023-06-01,10554700.0,2023-03-01,9879300.0,2022-08-01,8653100.0,2022-06-01,6988100.0,2022-05-01,4069900.0,2021-03-01,3632800.0,2020-03-01,2926200.0
PTY,2501386656.0,monthly,2026-03-01,35593700,2025-12-01,31206700.0,2025-10-01,28595000.0,2025-04-01,27424800.0,2020-03-01,26794100.0,2020-02-01,13733600.0,,,,,,,,
NBHC,2026784577.347787,monthly,2026-03-01,16463700,2022-12-01,9694600.0,2020-03-01,6719800.0,2020-02-01,4810700.0,,,,,,,,,,,,
OBDC,5370025127.044945,monthly,2026-03-01,148498800,2025-11-01,138016300.0,2025-10-01,128040500.0,2025-04-01,95951600.0,2025-03-01,94167800.0,2022-05-01,66264300.0,2022-03-01,58243700.0,2020-12-01,43633900.0,2020-03-01,32436000.0,2020-02-01,16999800.0
GTLB,4909923047.586395,monthly,2026-03-01,157357500,2025-06-01,127510200.0,2023-03-01,94357200.0,2022-12-01,57050400.0,2022-03-01,51064600.0,2021-12-01,25819700.0,2021-10-01,23846800.0,,,,,,
CHE,6149626431.245812,monthly,2026-03-01,6631800,2025-10-01,4827400.0,2025-09-01,4212200.0,2025-07-01,3846400.0,2020-03-01,3462900.0,2020-02-01,2072000.0,,,,,,,,
GLNG,5055081694.916284,monthly,2026-03-01,74646200,2020-09-01,63685200.0,2020-03-01,47204200.0,2020-02-01,33684700.0,,,,,,,,,,,,
BETA,3853625520.231105,monthly,2026-03-01,44146800,2025-11-01,40367200.0,,,,,,,,,,,,,,,,
LAUR,5195994003.77863,monthly,2026-03-01,60317100,2022-11-01,55630200.0,2022-03-01,44651300.0,2020-03-01,35198100.0,2020-02-01,22352300.0,,,,,,,,,,
BEPC,5568330506.614833,monthly,2026-03-01,34161100,2021-06-01,32635800.0,2021-02-01,31734100.0,2020-08-01,23020500.0,2020-07-01,13312950.0,,,,,,,,,,
GTY,2055878967.846608,monthly,2026-03-01,11426900,2023-03-01,11055900.0,2022-12-01,7934500.0,2022-11-01,7877300.0,2022-02-01,6874800.0,2021-12-01,6656600.0,2020-03-01,6120100.0,2020-02-01,1864900.0,,,,
SEB,4538104571.527796,monthly,2026-03-01,455400,2026-01-01,378300.0,2025-12-01,281400.0,2025-11-01,208900.0,2024-05-01,92700.0,2024-04-01,78600.0,2024-03-01,75400.0,2023-12-01,56500.0,2023-09-01,40600.0,2023-03-01,33700.0
PIPR,5409286251.03554,monthly,2026-03-01,17723400,2025-10-01,4574300.0,2025-04-01,3777900.0,2020-06-01,3755300.0,2020-03-01,3568300.0,2020-02-01,1430300.0,,,,,,,,
HTGC,2915307609.0958004,monthly,2026-03-01,61805300,2023-03-01,54170400.0,2020-03-01,45639200.0,2020-02-01,20642900.0,,,,,,,,,,,,
PB,7499554509.045517,monthly,2026-03-01,27303300,2020-03-01,26967400.0,2020-02-01,11414400.0,,,,,,,,,,,,,,
HTO,2539284413.351555,monthly,2026-03-01,17374800,2022-12-01,14649600.0,2020-03-01,4261200.0,2020-02-01,1923000.0,,,,,,,,,,,,
NESR,2847926560.8539658,monthly,2026-03-01,57874900,2025-10-01,24576000.0,2025-06-01,21622600.0,2025-04-01,8176900.0,2025-03-01,4905800.0,2024-10-01,4847600.0,2024-09-01,1427100.0,2024-08-01,1102200.0,2024-07-01,899700.0,,
WHR,2526805334.5193424,monthly,2026-03-01,68031200,2025-07-01,48696200.0,2024-03-01,37133300.0,2020-03-01,35571200.0,2020-02-01,16448300.0,,,,,,,,,,
ESTC,5846239484.432836,monthly,2026-03-01,50712700,2025-08-01,48093900.0,2025-05-01,48054400.0,2022-01-01,42515700.0,2020-06-01,42155900.0,2020-03-01,39397500.0,2020-02-01,26415900.0,,,,,,
KRMN,6151870483.829695,monthly,2026-03-01,49091200,2025-07-01,47162900.0,2025-02-01,23148200.0,,,,,,,,,,,,,,
MHD,2043990000.0,monthly,2026-03-01,9188400,2022-12-01,6677700.0,2022-10-01,4319800.0,2022-05-01,3974800.0,2022-04-01,3925400.0,2022-01-01,2696800.0,2021-03-01,2521700.0,2020-03-01,1459000.0,2020-02-01,276700.0,,
FDS,8442549791.893699,monthly,2026-03-01,21800700,2025-10-01,19167800.0,2025-09-01,16541900.0,2020-03-01,12281900.0,2020-02-01,5994300.0,,,,,,,,,,
DNOW,2473498129.743495,monthly,2026-03-01,77353400,2025-11-01,66850200.0,2020-06-01,52193100.0,2020-03-01,37009500.0,2020-02-01,20107700.0,,,,,,,,,,
CRGY,3342146494.59802,monthly,2026-03-01,249787800,2026-01-01,126970200.0,2025-11-01,124402900.0,2025-09-01,123357200.0,2024-12-01,102869400.0,2024-10-01,101321800.0,2024-07-01,68225000.0,2024-05-01,58191700.0,2024-04-01,37814100.0,2024-03-01,36295100.0
AUGO,5369213974.861442,monthly,2026-03-01,21430800,2026-01-01,20119300.0,2025-12-01,13778000.0,2025-10-01,13486100.0,2025-09-01,7609900.0,2025-07-01,5176400.0,,,,,,,,
FBIN,5482725199.571859,monthly,2026-03-01,69129800,2022-12-01,65824497.0,2020-03-01,47550789.0,2020-02-01,28351908.0,,,,,,,,,,,,
MMSI,4279042774.8221097,monthly,2026-03-01,19589000,2025-04-01,19247600.0,2020-03-01,16411600.0,2020-02-01,9628100.0,,,,,,,,,,,,
HUBG,2675466096.3838267,monthly,2026-03-01,18919000,2025-12-01,18044600.0,2022-04-01,17447000.0,2020-05-01,15408400.0,2020-03-01,14552200.0,2020-02-01,10994800.0,,,,,,,,
CBSH,8424461912.004353,monthly,2026-03-01,30068500,2025-10-01,26787810.0,2020-03-01,26399757.0,2020-02-01,12190403.0,,,,,,,,,,,,
LIF,4301161713.011034,monthly,2026-03-01,46347100,2025-09-01,25048300.0,2025-05-01,20218800.0,2025-03-01,18642700.0,2024-11-01,10825100.0,2024-09-01,6764600.0,2024-08-01,5873100.0,2024-06-01,5766400.0,,,,
GPOR,2926715318.3165555,monthly,2026-03-01,8447700,2022-06-01,7239500.0,2022-05-01,4814500.0,2022-04-01,3985100.0,2022-03-01,3083100.0,2021-09-01,2985600.0,2021-06-01,1062600.0,2021-05-01,287900.0,,,,
PAYC,6153030961.099453,monthly,2026-03-01,46980200,2023-11-01,39179000.0,2020-03-01,25695800.0,2020-02-01,19358200.0,,,,,,,,,,,,
UNF,4622607520.394992,monthly,2026-03-01,11300700,2025-12-01,6218300.0,2025-01-01,4202200.0,2020-03-01,3377200.0,2020-02-01,1342100.0,,,,,,,,,,
NIC,3469373383.2429504,monthly,2026-03-01,4518000,2026-01-01,3547500.0,2025-12-01,2775200.0,2025-10-01,2609000.0,2021-12-01,2568600.0,2021-09-01,1358000.0,2020-03-01,1222700.0,2020-02-01,509300.0,,,,
ALG,2054016146.9983337,monthly,2026-03-01,4028500,2025-06-01,3226400.0,2025-03-01,3209600.0,2024-12-01,2141200.0,2024-11-01,1944600.0,2024-07-01,1874700.0,2020-03-01,1793400.0,2020-02-01,843500.0,,,,
BKV,2838582672.240046,monthly,2026-03-01,29431000,2025-12-01,23897600.0,2025-11-01,16349100.0,2025-10-01,12025600.0,2024-12-01,10512900.0,2024-09-01,8628600.0,,,,,,,,
DX,2827082982.5958757,monthly,2026-03-01,154614300,2026-01-01,153276000.0,2025-09-01,118031000.0,2025-04-01,100624900.0,2025-03-01,77772200.0,2025-02-01,55685700.0,2024-10-01,50394600.0,2024-07-01,38587700.0,2024-06-01,38016600.0,2022-10-01,31763500.0
OTF,4862369647.094634,monthly,2026-03-01,56967100,2025-12-01,33954400.0,2025-09-01,17962400.0,2025-08-01,2852200.0,2025-06-01,1455000.0,,,,,,,,,,
GPK,3257720119.597617,monthly,2026-03-01,193513500,2023-06-01,145955200.0,2020-03-01,114949100.0,2020-02-01,70594900.0,,,,,,,,,,,,
NWBI,2215203845.6474485,monthly,2026-03-01,39469000,2020-04-01,32439400.0,2020-03-01,19915100.0,2020-02-01,9708200.0,,,,,,,,,,,,
WIX,2427592829.3456373,monthly,2026-03-01,69074100,2025-09-01,47364900.0,2022-05-01,37470600.0,2022-03-01,30214800.0,2020-05-01,29466600.0,2020-03-01,23894800.0,2020-02-01,15534300.0,,,,,,
NATL,3190283203.02586,monthly,2026-03-01,34078200,2023-10-01,33269700.0,,,,,,,,,,,,,,,,
MTRN,5970441983.309865,monthly,2026-03-01,5711700,2025-07-01,5287700.0,2021-03-01,4366200.0,2020-03-01,4337600.0,2020-02-01,3390900.0,,,,,,,,,,
BRZE,2367517626.172713,monthly,2026-03-01,72694500,2025-09-01,62574600.0,2025-06-01,45914400.0,2024-12-01,33789400.0,2024-09-01,33483700.0,2024-06-01,32837200.0,2023-06-01,29949600.0,2022-04-01,21068600.0,2022-03-01,12498800.0,2021-11-01,10531900.0
SLDE,2186935870.0365453,monthly,2026-03-01,57087600,2025-09-01,37578900.0,2025-06-01,27362400.0,,,,,,,,,,,,,,
PLXS,7690866173.688062,monthly,2026-03-01,8139000,2026-01-01,6620700.0,2020-06-01,5583100.0,2020-03-01,5086800.0,2020-02-01,2810900.0,,,,,,,,,,
DORM,4024912786.327751,monthly,2026-03-01,6857700,2025-04-01,6798800.0,2020-03-01,6645300.0,2020-02-01,4077500.0,,,,,,,,,,,,
FSK,2912690909.4071145,monthly,2026-03-01,107493600,2025-12-01,65455900.0,2025-10-01,62482900.0,2025-09-01,62047100.0,2025-08-01,54565000.0,2025-04-01,51683100.0,2025-03-01,50872300.0,2024-02-01,40809700.0,2020-03-01,40714775.0,2020-02-01,13436625.0
VSEC,6172292890.234118,monthly,2026-03-01,20114100,2026-02-01,9774600.0,2026-01-01,6184800.0,2025-05-01,5919900.0,2025-04-01,5716300.0,2024-10-01,5659600.0,2024-05-01,4358500.0,2023-07-01,2655500.0,2023-03-01,1717500.0,2021-02-01,1548100.0
MTCH,8670516403.932743,monthly,2026-03-01,164711900,2023-11-01,160143700.0,2021-09-01,156335200.0,2020-07-01,113553700.0,2020-03-01,79590100.0,2020-02-01,57488100.0,,,,,,,,
RYN,6626229650.048447,monthly,2026-03-01,72265300,2026-01-01,60066200.0,2025-12-01,34756500.0,2025-11-01,29306000.0,2025-10-01,29042500.0,2025-02-01,25919200.0,2020-03-01,21349600.0,2020-02-01,16751900.0,,,,
SFBS,4838753271.031206,monthly,2026-03-01,9398300,2023-03-01,7593100.0,2020-03-01,7404700.0,2020-02-01,4749100.0,,,,,,,,,,,,
FRME,2752833355.9160714,monthly,2026-03-01,10232100,2025-10-01,7884400.0,2020-03-01,7770600.0,2020-02-01,2965300.0,,,,,,,,,,,,
GRDN,2679096112.772891,monthly,2026-03-01,12960200,2025-09-01,9022300.0,2025-06-01,6262100.0,2025-05-01,6244100.0,2024-12-01,5543800.0,2024-09-01,3769700.0,,,,,,,,
NMRK,2710840236.235686,monthly,2026-03-01,44443300,2020-06-01,43387900.0,2020-03-01,42827600.0,2020-02-01,24683100.0,,,,,,,,,,,,
FOUR,3780022858.8499312,monthly,2026-03-01,60670900,2025-08-01,51680200.0,2025-04-01,48195100.0,2024-11-01,47321100.0,2024-08-01,44074900.0,2023-04-01,39450300.0,2021-11-01,37719700.0,2020-12-01,32814700.0,2020-06-01,26725000.0,,
