ticker,market_cap,timeframe,hv1y_date,hv1y_volume,days_since_hv1y,hv1y_occ_1y,total_hv1y_count,is_hv1y_also_hve,hv1y_to_hve_ratio,all_hv1y_details
CXW,3042797773.0224643,weekly,2026-08-10,11451448.0,0,6,6,False,0.2840739739280354,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 11451448.0}, {'date': Timestamp('2026-03-16 00:00:00'), 'volume': 10604600.0}, {'date': Timestamp('2025-11-01 00:00:00'), 'volume': 7144700.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 5681500.0}, {'date': Timestamp('2025-09-06 00:00:00'), 'volume': 5401400.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 4978300.0}]"
BLBD,2494067739.915039,weekly,2026-08-10,3629666.0,0,3,3,False,0.394597538702383,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 3629666.0}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 3507900.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 3492900.0}]"
IEP,4838763714.364641,weekly,2026-08-10,11662526.0,0,8,8,False,0.2025296131063501,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 11662526.0}, {'date': Timestamp('2025-11-01 00:00:00'), 'volume': 7756800.0}, {'date': Timestamp('2025-10-25 00:00:00'), 'volume': 4076800.0}, {'date': Timestamp('2025-10-11 00:00:00'), 'volume': 3540400.0}, {'date': Timestamp('2025-10-04 00:00:00'), 'volume': 3349400.0}, {'date': Timestamp('2025-09-27 00:00:00'), 'volume': 3137000.0}, {'date': Timestamp('2025-09-06 00:00:00'), 'volume': 3003700.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 2180900.0}]"
RHP,8338628342.997249,weekly,2026-08-10,10529273.0,0,6,6,False,0.6302991284151043,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 10529273.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 5406200.0}, {'date': Timestamp('2025-11-01 00:00:00'), 'volume': 4560100.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 4294100.0}, {'date': Timestamp('2025-09-06 00:00:00'), 'volume': 3206300.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 2891200.0}]"
PLGO,2115189821.375684,weekly,2026-08-10,5048068.0,0,3,3,False,0.5678494454318432,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 5048068.0}, {'date': Timestamp('2025-12-01 00:00:00'), 'volume': 4042400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 3758900.0}]"
REZI,4688157327.050093,weekly,2026-08-10,22342288.0,0,3,3,False,0.670677753429592,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 22342288.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 19824600.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 9153200.0}]"
BIRK,8169107575.122192,weekly,2026-08-10,39881130.0,0,6,6,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 39881130.0}, {'date': Timestamp('2025-12-15 00:00:00'), 'volume': 26392600.0}, {'date': Timestamp('2025-09-22 00:00:00'), 'volume': 14524500.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 12023000.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 9603400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 9110600.0}]"
DAC,2239402590.334298,weekly,2026-08-10,710901.0,0,8,8,False,0.138563687749732,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 710901.0}, {'date': Timestamp('2026-08-03 00:00:00'), 'volume': 709200.0}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 674500.0}, {'date': Timestamp('2026-03-02 00:00:00'), 'volume': 672600.0}, {'date': Timestamp('2025-11-17 00:00:00'), 'volume': 606100.0}, {'date': Timestamp('2025-10-06 00:00:00'), 'volume': 436800.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 405500.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 374600.0}]"
BKD,3751387640.761194,weekly,2026-08-10,44755283.0,0,7,7,False,0.7892039591319957,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 44755283.0}, {'date': Timestamp('2026-02-02 00:00:00'), 'volume': 38783500.0}, {'date': Timestamp('2026-01-26 00:00:00'), 'volume': 31961700.0}, {'date': Timestamp('2026-01-12 00:00:00'), 'volume': 26624300.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 25103000.0}, {'date': Timestamp('2025-10-06 00:00:00'), 'volume': 20355400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 19127700.0}]"
OPLN,4545087875.0630665,weekly,2026-08-10,13499331.0,0,8,8,False,0.3361521126339695,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 13499331.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 10341000.0}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 9598800.0}, {'date': Timestamp('2025-11-03 00:00:00'), 'volume': 8538700.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 5290200.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 5057400.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 3132200.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 3113600.0}]"
HTFL,3074485529.9814177,weekly,2026-08-10,23672458.0,0,10,10,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 23672458.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 18461200.0}, {'date': Timestamp('2026-02-02 00:00:00'), 'volume': 15686100.0}, {'date': Timestamp('2025-12-15 00:00:00'), 'volume': 6724300.0}, {'date': Timestamp('2025-11-17 00:00:00'), 'volume': 4335300.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 3952700.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 2772800.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 2609300.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 2037400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 1633700.0}]"
NIQ,2547026655.5633626,weekly,2026-08-10,20536429.0,0,5,5,False,0.7183483161002364,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 20536429.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 17209500.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 12953000.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 10252300.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 6195100.0}]"
HRB,4718014501.486305,weekly,2026-08-10,25171833.0,0,5,5,False,0.369018660693212,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 25171833.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 20182800.0}, {'date': Timestamp('2026-01-24 00:00:00'), 'volume': 12109100.0}, {'date': Timestamp('2025-12-13 00:00:00'), 'volume': 10729400.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 10319500.0}]"
FA,3056790242.695704,weekly,2026-08-10,27105652.0,0,7,7,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 27105652.0}, {'date': Timestamp('2026-06-15 00:00:00'), 'volume': 21439500.0}, {'date': Timestamp('2026-02-23 00:00:00'), 'volume': 12268500.0}, {'date': Timestamp('2025-11-03 00:00:00'), 'volume': 6541200.0}, {'date': Timestamp('2025-09-22 00:00:00'), 'volume': 5031500.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 4448400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 3863200.0}]"
CHEF,3911390280.9851623,weekly,2026-08-10,7408918.0,0,9,9,False,0.4427754902019375,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 7408918.0}, {'date': Timestamp('2026-07-27 00:00:00'), 'volume': 6504982.0}, {'date': Timestamp('2026-04-27 00:00:00'), 'volume': 3970500.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 3557500.0}, {'date': Timestamp('2025-09-22 00:00:00'), 'volume': 3002900.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 2516400.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 1922100.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 1919700.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 1615600.0}]"
RNW,2254383196.4740973,weekly,2026-08-10,40902093.0,0,6,6,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 40902093.0}, {'date': Timestamp('2025-12-15 00:00:00'), 'volume': 27548300.0}, {'date': Timestamp('2025-10-27 00:00:00'), 'volume': 13631600.0}, {'date': Timestamp('2025-10-13 00:00:00'), 'volume': 9004400.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 4812100.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 4215300.0}]"
DDS,9027428910.633978,weekly,2026-08-10,1188531.0,0,3,3,False,0.1460273248885011,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 1188531.0}, {'date': Timestamp('2026-02-23 00:00:00'), 'volume': 970700.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 848700.0}]"
HUBG,2675466096.3838267,weekly,2026-08-10,14430079.0,0,5,5,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 14430079.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 10896400.0}, {'date': Timestamp('2025-12-13 00:00:00'), 'volume': 6076000.0}, {'date': Timestamp('2025-12-06 00:00:00'), 'volume': 5027500.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 4963700.0}]"
CPRX,3856222741.5658817,weekly,2026-07-13,31027728.0,0,6,6,False,0.4761344199957339,"[{'date': Timestamp('2026-07-13 00:00:00'), 'volume': 31027728}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 23685600}, {'date': Timestamp('2026-04-27 00:00:00'), 'volume': 16586900}, {'date': Timestamp('2025-08-04 00:00:00'), 'volume': 10800100}, {'date': Timestamp('2025-07-28 00:00:00'), 'volume': 5583400}, {'date': Timestamp('2025-07-21 00:00:00'), 'volume': 5527700}]"
BTDR,4172828921.1866975,weekly,2026-08-10,107870341.0,0,8,8,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 107870341.0}, {'date': Timestamp('2026-02-16 00:00:00'), 'volume': 94234800.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 82684200.0}, {'date': Timestamp('2025-10-13 00:00:00'), 'volume': 73886500.0}, {'date': Timestamp('2025-10-06 00:00:00'), 'volume': 42617000.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 33279800.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 26031300.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 20952900.0}]"
YETI,3879583625.362927,weekly,2026-08-10,18049000.0,0,4,4,False,0.6727146003928424,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 18049000.0}, {'date': Timestamp('2025-11-03 00:00:00'), 'volume': 15878000.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 8967500.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 7540400.0}]"
ABCL,2253670376.6486487,weekly,2026-08-10,124039185.0,0,6,6,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 124039185.0}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 53496600.0}, {'date': Timestamp('2026-04-27 00:00:00'), 'volume': 49631400.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 41047300.0}, {'date': Timestamp('2025-09-22 00:00:00'), 'volume': 29795100.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 23106300.0}]"
DKL,2698817946.700495,weekly,2026-08-10,2992583.0,0,7,7,False,0.5172467851216814,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 2992583.0}, {'date': Timestamp('2026-06-15 00:00:00'), 'volume': 1211700.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 520800.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 426700.0}, {'date': Timestamp('2025-09-01 00:00:00'), 'volume': 286800.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 224900.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 209700.0}]"
CLBT,3432291945.425178,weekly,2026-08-10,58292165.0,0,6,6,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 58292165.0}, {'date': Timestamp('2026-05-11 00:00:00'), 'volume': 16260300.0}, {'date': Timestamp('2026-02-23 00:00:00'), 'volume': 13749000.0}, {'date': Timestamp('2026-02-02 00:00:00'), 'volume': 12790100.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 10908600.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 10342100.0}]"
DIOD,4784684510.915369,weekly,2026-08-10,7172905.0,0,7,7,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 7172905.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 5432400.0}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 4156500.0}, {'date': Timestamp('2026-02-09 00:00:00'), 'volume': 3670500.0}, {'date': Timestamp('2025-11-29 00:00:00'), 'volume': 3330700.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 3124200.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 2319800.0}]"
