ticker,market_cap,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
AMSF,631252289.3496703,weekly,2026-08-10,3771559.0,0,4,12,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 3771559.0}, {'date': Timestamp('2026-07-27 00:00:00'), 'volume': 1895812.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 1848100.0}, {'date': Timestamp('2026-03-16 00:00:00'), 'volume': 1774600.0}, {'date': Timestamp('2024-03-11 00:00:00'), 'volume': 1584200.0}, {'date': Timestamp('2022-12-12 00:00:00'), 'volume': 1021000.0}, {'date': Timestamp('2021-12-13 00:00:00'), 'volume': 980500.0}, {'date': Timestamp('2020-03-16 00:00:00'), 'volume': 836100.0}, {'date': Timestamp('2020-02-24 00:00:00'), 'volume': 723400.0}, {'date': Timestamp('2020-02-17 00:00:00'), 'volume': 611900.0}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': 464700.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 447600.0}]",2026-08-10,3771559.0,27.64999961853028,1.0,345
SVV,1564499365.4947164,weekly,2026-08-10,21763369.0,0,2,3,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 21763369.0}, {'date': Timestamp('2025-09-22 00:00:00'), 'volume': 15396400.0}, {'date': Timestamp('2023-06-26 00:00:00'), 'volume': 13107600.0}]",2026-08-10,21763369.0,10.65999984741211,1.0,164
JBSS,1017570583.1927242,weekly,2026-08-10,970784.0,0,1,7,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 970784.0}, {'date': Timestamp('2024-09-14 00:00:00'), 'volume': 918900.0}, {'date': Timestamp('2023-03-11 00:00:00'), 'volume': 894200.0}, {'date': Timestamp('2020-03-07 00:00:00'), 'volume': 684900.0}, {'date': Timestamp('2020-02-22 00:00:00'), 'volume': 627700.0}, {'date': Timestamp('2020-01-25 00:00:00'), 'volume': 491700.0}, {'date': Timestamp('2020-01-04 00:00:00'), 'volume': 435100.0}]",2026-08-10,970784.0,86.75,1.0,346
SLN,472346115.0,weekly,2026-08-10,29403122.0,0,1,10,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 29403122.0}, {'date': Timestamp('2024-11-18 00:00:00'), 'volume': 10328000.0}, {'date': Timestamp('2024-02-05 00:00:00'), 'volume': 2833900.0}, {'date': Timestamp('2023-08-28 00:00:00'), 'volume': 2163800.0}, {'date': Timestamp('2021-11-29 00:00:00'), 'volume': 1356100.0}, {'date': Timestamp('2021-11-22 00:00:00'), 'volume': 106400.0}, {'date': Timestamp('2021-11-15 00:00:00'), 'volume': 97000.0}, {'date': Timestamp('2021-08-30 00:00:00'), 'volume': 26700.0}, {'date': Timestamp('2020-09-14 00:00:00'), 'volume': 18700.0}, {'date': Timestamp('2020-09-07 00:00:00'), 'volume': 8900.0}]",2026-08-10,29403122.0,13.720000267028809,1.0,310
GLOB,1296681984.506311,weekly,2026-08-10,19637156.0,0,1,9,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 19637156.0}, {'date': Timestamp('2025-05-12 00:00:00'), 'volume': 17542300.0}, {'date': Timestamp('2021-11-29 00:00:00'), 'volume': 9710400.0}, {'date': Timestamp('2020-06-22 00:00:00'), 'volume': 4646100.0}, {'date': Timestamp('2020-06-01 00:00:00'), 'volume': 3882100.0}, {'date': Timestamp('2020-03-16 00:00:00'), 'volume': 3142700.0}, {'date': Timestamp('2020-02-24 00:00:00'), 'volume': 2852100.0}, {'date': Timestamp('2020-01-27 00:00:00'), 'volume': 2099600.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 1284400.0}]",2026-08-10,19637156.0,37.380001068115234,1.0,345
WTBA,459247872.6257242,weekly,2026-08-10,760434.0,0,2,9,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 760434.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 708500.0}, {'date': Timestamp('2021-06-19 00:00:00'), 'volume': 499100.0}, {'date': Timestamp('2020-03-14 00:00:00'), 'volume': 331500.0}, {'date': Timestamp('2020-03-07 00:00:00'), 'volume': 246400.0}, {'date': Timestamp('2020-02-22 00:00:00'), 'volume': 198900.0}, {'date': Timestamp('2020-02-15 00:00:00'), 'volume': 105800.0}, {'date': Timestamp('2020-01-11 00:00:00'), 'volume': 104000.0}, {'date': Timestamp('2020-01-04 00:00:00'), 'volume': 64800.0}]",2026-08-10,760434.0,29.82999992370605,1.0,346
BWMN,523831406.2325582,weekly,2026-08-10,7220335.0,0,1,2,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 7220335.0}, {'date': Timestamp('2021-05-03 00:00:00'), 'volume': 2471400.0}]",2026-08-10,7220335.0,42.29999923706055,1.0,276
AVAH,1885759958.471698,weekly,2026-08-10,29901632.0,0,2,4,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 29901632.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 18462800.0}, {'date': Timestamp('2025-08-04 00:00:00'), 'volume': 18075400.0}, {'date': Timestamp('2021-04-26 00:00:00'), 'volume': 14178700.0}]",2026-08-10,29901632.0,12.31999969482422,1.0,277
HZO,831342546.24,weekly,2026-08-10,13667260.0,0,2,9,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 13667260.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 4957800.0}, {'date': Timestamp('2021-05-08 00:00:00'), 'volume': 4747900.0}, {'date': Timestamp('2021-04-17 00:00:00'), 'volume': 4133400.0}, {'date': Timestamp('2021-01-23 00:00:00'), 'volume': 4113700.0}, {'date': Timestamp('2020-12-12 00:00:00'), 'volume': 3186600.0}, {'date': Timestamp('2020-01-18 00:00:00'), 'volume': 2779100.0}, {'date': Timestamp('2020-01-11 00:00:00'), 'volume': 942800.0}, {'date': Timestamp('2020-01-04 00:00:00'), 'volume': 779900.0}]",2026-08-10,13667260.0,52.02000045776367,1.0,346
VREX,433208983.0,weekly,2026-08-10,21457122.0,0,1,10,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 21457122.0}, {'date': Timestamp('2024-09-16 00:00:00'), 'volume': 12562400.0}, {'date': Timestamp('2020-06-01 00:00:00'), 'volume': 10111800.0}, {'date': Timestamp('2020-05-11 00:00:00'), 'volume': 4533100.0}, {'date': Timestamp('2020-03-09 00:00:00'), 'volume': 1830700.0}, {'date': Timestamp('2020-02-24 00:00:00'), 'volume': 1720500.0}, {'date': Timestamp('2020-02-10 00:00:00'), 'volume': 1623000.0}, {'date': Timestamp('2020-02-03 00:00:00'), 'volume': 993000.0}, {'date': Timestamp('2020-01-27 00:00:00'), 'volume': 872700.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 772700.0}]",2026-08-10,21457122.0,18.489999771118164,1.0,345
